Community,id,type,country,In-Degree,Out-Degree,Avg-Weight,Node_Count,Edge_Count,ownership,partnership,family_relationship,membership,Connected_Node_Type_company,Connected_Node_Type_organization,Connected_Node_Type_Uncategorized,Connected_Node_Type_person,Connected_Node_Type_location,Connected_Node_Type_political_organization,Connected_Node_Type_vessel,Connected_Node_Type_movement,Connected_Node_Type_event,Suspect
6,Robert Carpenter,person,Country_271835,2,0,0.913994015,3,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0
6,NFTs,Uncategorized,Unknown,0,2,0.87223995,3,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
6,bottom,vessel,Unknown,3,5,0.91416853125,8,8,4,0,0,4,0,2,0,4,0,0,2,0,0,0
6,Rapido beam,vessel,Unknown,4,1,0.944842968,6,5,0,0,0,5,1,0,0,3,0,0,1,0,0,0
6,90254947,organization,Unknown,1,3,0.871660605,5,4,2,2,0,0,0,1,1,1,0,0,0,0,1,0
6,thirty days,movement,Unknown,1,0,0.9079706,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,Christopher Cunningham,person,Oceanus,38,44,0.8620327339024392,60,82,8,7,47,20,4,34,16,16,5,1,3,2,1,4
6,96,organization,Unknown,12,16,0.8556550614285714,11,28,0,0,18,10,0,14,8,6,0,0,0,0,0,0
7,ââ,Uncategorized,Unknown,22,1,0.8420673004347824,24,23,7,8,0,8,1,3,2,13,2,2,0,0,0,0
7,869422192,organization,Unknown,2,1,0.8574710766666667,4,3,1,0,0,2,0,0,0,0,2,0,0,0,1,0
7,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,location,Unknown,1,3,0.8550236649999999,5,4,0,2,0,2,0,1,1,0,1,0,0,0,1,0
7,0efa50f3-533d-4775-94fa-54cd1c480587,location,Unknown,0,4,0.8746955275,5,4,0,2,0,2,0,1,1,0,1,0,0,0,1,0
7,18404231,organization,Unknown,3,1,0.8370809775,5,4,0,0,0,4,0,2,0,1,1,0,0,0,0,0
7,Matthew Sutton,person,Country_271835,2,0,0.8405121,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0
7,908,organization,Unknown,1,1,0.832591415,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
7,61,organization,Unknown,1,1,0.83260062,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
7,Kari Padilla,person,Country_271835,3,1,0.822126675,4,4,0,4,0,0,0,2,1,0,1,0,0,0,0,0
7,US Special Operations SOF,Uncategorized,Unknown,1,2,0.8935336866666667,4,3,0,3,0,0,0,1,0,1,1,0,0,0,0,0
7,1252007,organization,Unknown,0,7,0.8550786885714287,8,7,0,7,0,0,0,6,0,0,1,0,0,0,0,0
7,3731,organization,Unknown,3,0,0.8623589233333333,4,3,0,0,0,3,0,2,1,0,0,0,0,0,0,0
7,7490484,organization,Unknown,4,2,0.869490545,6,6,0,4,0,2,0,2,1,2,1,0,0,0,0,0
7,970786,organization,Unknown,1,3,0.84144441,5,4,0,2,0,2,0,3,0,0,1,0,0,0,0,0
7,3394552,organization,Unknown,1,1,0.88250512,3,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0
7,519443204,political_organization,Unknown,0,2,0.8901981999999999,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
7,42990314,organization,Unknown,1,1,0.831056805,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0
7,Blake Smith,person,Country_271835,0,3,0.8545512533333333,4,3,0,1,2,0,0,2,1,0,0,0,0,0,0,0
7,70109,political_organization,Unknown,0,2,0.821179375,3,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0
7,369,organization,Unknown,2,7,0.8465750111111111,10,9,4,0,0,5,0,1,2,4,1,1,0,0,0,0
7,Bradley Murphy,person,Country_271835,0,2,0.8431332,3,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0
7,Susan Williamson,person,Country_271835,2,3,0.8753811599999999,6,5,0,2,3,0,0,1,1,3,0,0,0,0,0,0
7,Nathan Murray,person,Country_271835,1,1,0.90221652,3,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0
7,Michael Wagner,person,Country_271835,0,3,0.9130773866666668,4,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0
7,2278,organization,Unknown,4,0,0.833344175,5,4,0,4,0,0,0,3,0,1,0,0,0,0,0,0
7,d6968538-6f18-4a1c-a4e2-59de3c0e25c2,location,Unknown,0,2,0.864387315,3,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0
7,17592,political_organization,Unknown,2,4,0.8539830983333333,6,6,0,0,3,3,0,0,1,2,2,1,0,0,0,0
7,2038650116,Uncategorized,Unknown,3,0,0.8599364333333334,4,3,0,3,0,0,0,1,0,2,0,0,0,0,0,0
7,Ningbo China Base Landhau Foreign,Uncategorized,Unknown,2,1,0.8277687533333333,4,3,0,2,0,1,0,0,0,0,2,0,0,0,1,0
7,Blue Lagoon Sailor Limited Liability Company Worldwide,Uncategorized,Unknown,2,2,0.870714875,5,4,2,1,1,0,1,1,0,1,0,0,0,0,1,0
7,9098,organization,Unknown,2,1,0.8861427733333332,4,3,0,0,2,1,1,1,1,0,0,0,0,0,0,0
7,Jeffrey Strong,person,Country_271835,0,3,0.9048951,4,3,0,1,2,0,0,0,0,2,0,0,0,0,1,0
7,Dolphin Dreams S.A. de C.V. Seafood,Uncategorized,Unknown,0,2,0.90545347,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0
7,Teion Internationala,Uncategorized,Unknown,0,2,0.83685407,3,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0
7,613556,organization,Unknown,0,1,0.84641635,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,Diana Dawson,person,Country_271835,0,7,0.91045279,8,7,1,1,4,1,1,0,1,3,1,1,0,0,0,0
7,Jose Parker,person,Country_271835,0,2,0.8668817200000001,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
7,2eeca6e0-f5a7-4b9d-8b3e-ada56d140e36,location,Unknown,0,2,0.814272815,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0
7,Melissa Gonzalez,person,Country_670336,0,2,0.9352659,3,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0
7,Jason Garcia,person,Country_271835,0,2,0.848208335,3,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0
7,6ffd3349-37f4-48c5-bc9a-1b80e722e939,location,Unknown,0,1,0.8638726,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7,176,political_organization,Unknown,0,2,0.85484925,3,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0
7,6352,political_organization,Unknown,0,1,0.85172224,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,Jammu & Kashmir ship,company,Country_663412,0,1,0.8725838,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7,45620,organization,Unknown,0,1,0.8663976,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7,Andrew Miller,person,Country_271835,1,1,0.93061872,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
7,8302,organization,Unknown,0,1,0.8005713,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7,436460757,political_organization,Unknown,2,14,0.873268194375,17,16,0,0,6,10,0,3,4,7,2,0,0,0,0,0
7,Larry Morrow,person,Country_271835,0,2,0.83523755,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
7,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,location,Unknown,0,20,0.8766847265000001,21,20,6,0,2,12,2,1,5,11,1,0,0,0,0,0
7,518323906,organization,Unknown,1,4,0.8690750819999999,6,5,0,5,0,0,0,1,2,1,0,0,0,0,1,0
7,Refugee Benefitsâ,Uncategorized,Unknown,1,5,0.8586669666666665,7,6,0,6,0,0,0,2,1,2,0,0,0,0,1,0
7,Brooke Collins,person,Country_271835,0,2,0.8576965999999999,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0
7,ea6a6547-c93b-4f17-b037-200fa894289c,location,Unknown,1,1,0.845692635,3,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0
7,Tammy Martin,person,Country_271835,3,1,0.8244980350000001,5,4,1,0,3,0,0,0,1,3,0,0,0,0,0,0
7,Mary Clements,person,Country_271835,4,1,0.8949818300000001,6,5,0,1,4,0,1,0,1,1,1,1,0,0,0,0
7,Scott Johnson,person,Country_271835,0,2,0.81780048,3,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0
7,7260903,organization,Unknown,1,0,0.83726734,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,8634589,political_organization,Unknown,0,4,0.8653683374999999,5,4,2,0,1,1,0,2,1,1,0,0,0,0,0,0
7,Susan Williams,person,Country_271835,1,1,0.8533792849999999,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
7,siladityaray,Uncategorized,Unknown,0,1,0.84388566,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7,21538,organization,Unknown,6,20,0.8027300773076923,27,26,4,9,1,12,0,16,5,3,0,0,2,0,0,0
7,Darren Wilson,person,Country_990614,0,4,0.8900790775,5,4,0,1,3,0,0,0,1,3,0,0,0,0,0,0
7,6c348030-e9d4-4ddc-8ec8-30ac227c6a14,location,Unknown,4,8,0.8785587883333332,13,12,0,12,0,0,0,9,1,2,0,0,0,0,0,0
7,2037/09,Uncategorized,Unknown,2,0,0.818333785,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0
7,âenticedâ,Uncategorized,Unknown,5,0,0.8884136739999999,6,5,0,0,0,5,0,1,1,1,1,1,0,0,0,0
7,Jeremy Woodard,person,Country_271835,4,1,0.87769841,6,5,1,0,2,2,0,1,2,0,1,1,0,0,0,0
7,Scott Anderson,person,Country_271835,4,0,0.8404638600000001,5,4,2,0,2,0,0,0,1,1,1,1,0,0,0,0
7,Christopher Miller,person,Country_271835,5,3,0.8955845437500001,9,8,2,1,4,1,0,2,1,3,1,1,0,0,0,0
7,Seth Kelley,person,Country_271835,8,9,0.8603753552941177,17,17,2,0,11,4,0,1,4,9,1,1,0,1,0,0
7,Joseph Williams,person,Country_271835,3,0,0.82982985,4,3,3,0,0,0,0,0,1,0,0,2,0,0,0,0
7,Miranda Long,person,Country_271835,5,0,0.843050794,6,5,5,0,0,0,1,1,1,0,1,1,0,0,0,0
7,Paul Wiley,person,Country_271835,4,0,0.8529604675,5,4,0,0,0,4,0,1,1,0,0,2,0,0,0,0
7,93865,organization,Unknown,4,0,0.8596185075,5,4,3,0,1,0,1,1,1,0,0,0,1,0,0,0
7,Brian Weber,person,Country_271835,1,1,0.90920594,3,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0
7,Estrella de Mar Limited Liability Company Delivery,Uncategorized,Unknown,1,0,0.84418285,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,520673,organization,Unknown,11,0,0.882090580909091,12,11,0,11,0,0,0,9,0,1,1,0,0,0,0,0
7,9a651d73-d88f-4f9c-9497-7321ef575c6f,location,Unknown,1,1,0.83545933,3,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0
7,6471708,organization,Unknown,11,1,0.8449168316666666,13,12,1,11,0,0,0,9,1,1,1,0,0,0,0,0
7,16927047,organization,Unknown,8,3,0.877161030909091,12,11,0,11,0,0,0,9,0,1,1,0,0,0,0,0
7,565431,organization,Unknown,7,4,0.8622981327272728,12,11,0,11,0,0,0,9,0,1,1,0,0,0,0,0
7,Cutters,vessel,Unknown,2,0,0.839762325,3,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0
7,Thomas Morales,person,Country_542476,18,11,0.8850964696551725,29,29,2,7,20,0,1,2,6,20,0,0,0,0,0,0
7,âŠ,event,Unknown,39,10,0.8699598369387754,47,49,11,14,3,21,0,10,10,20,4,2,0,0,3,1
7,011ad1ae-ae1b-4c74-9f58-c020e6a3e836,location,Unknown,11,2,0.9060579807692308,13,13,0,5,5,3,2,3,3,4,0,1,0,0,0,0
7,Sept,Uncategorized,Unknown,13,25,0.8638132571052631,37,38,7,0,17,14,1,4,5,19,5,4,0,0,0,0
7,âprotectedâ,Uncategorized,Unknown,2,0,0.92299212,3,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0
7,Michelle Kelley,person,Country_271835,4,2,0.8696874916666667,7,6,0,0,3,3,0,1,1,3,1,0,0,0,0,0
7,Austin Simpson,person,Country_271835,6,12,0.859550252777778,19,18,1,0,10,7,2,1,2,10,1,1,0,1,0,0
7,su y CJSC Canal,company,Country_271835,10,5,0.8040094040000001,16,15,2,0,2,11,1,2,2,7,2,0,0,1,0,0
7,Marvin Everett,person,Country_271835,5,0,0.823586038,6,5,0,0,2,3,1,0,1,2,1,0,0,0,0,0
7,Robert Vega,person,Country_271835,10,0,0.8529396899999998,11,10,0,1,4,5,1,1,2,4,1,1,0,0,0,0
7,30041,organization,Unknown,12,7,0.8825707842105264,20,19,3,16,0,0,0,13,2,2,1,0,0,0,1,0
7,Kimberly Lopez,person,Country_271835,2,1,0.90033895,4,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0
7,36351742-aff4-4df7-a495-1f1f2c94127a,location,Unknown,3,1,0.8561973625,5,4,0,0,1,3,0,1,1,1,0,1,0,0,0,0
7,15910405,organization,Unknown,6,3,0.8499055844444444,10,9,1,0,2,6,0,3,2,1,1,2,0,0,0,0
7,Lisa Rocha,person,Quandarix,1,11,0.8824813816666666,13,12,0,12,0,0,0,11,0,0,1,0,0,0,0,0
7,6335187,organization,Unknown,1,15,0.8751297650000001,16,16,4,10,0,2,2,10,2,1,1,0,0,0,0,0
7,Madison Edwards,person,Country_271835,0,1,0.833308,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7,86,organization,Unknown,3,0,0.8792220466666668,4,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
7,468511,organization,Unknown,2,2,0.8431714275,5,4,4,0,0,0,1,3,0,0,0,0,0,0,0,0
7,14,organization,Unknown,0,4,0.8384027125,5,4,3,0,1,0,0,4,0,0,0,0,0,0,0,0
7,13d79d632036,Uncategorized,Unknown,3,0,0.8883583100000001,4,3,3,0,0,0,0,1,1,0,1,0,0,0,0,0
7,418382,organization,Unknown,2,6,0.8547482824999999,9,8,0,8,0,0,0,7,0,0,1,0,0,0,0,0
7,Travis Rivera,person,Country_271835,5,3,0.8536147325,9,8,1,0,7,0,0,0,1,7,0,0,0,0,0,0
7,Grace Perez,person,Country_271835,4,4,0.86065242,9,8,1,0,7,0,0,0,1,7,0,0,0,0,0,0
7,David Nunez MD,person,Country_271835,3,1,0.84681732,5,4,0,0,2,2,0,0,1,2,0,1,0,0,0,0
7,Parker Jones,person,Country_271835,1,2,0.8695405666666667,4,3,0,1,2,0,0,0,0,2,0,0,0,0,1,0
7,54056,political_organization,Unknown,2,0,0.880016885,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
7,26261586,organization,Unknown,0,1,0.860105,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7,2508,organization,Unknown,2,2,0.8398533075,5,4,3,1,0,0,0,2,2,0,0,0,0,0,0,0
7,John Barnes DDS,person,Country_271835,9,4,0.8797600038461538,14,13,2,1,9,1,0,2,2,9,0,0,0,0,0,0
7,Mexicoââ,Uncategorized,Unknown,3,0,0.8419692666666667,4,3,3,0,0,0,0,1,0,1,1,0,0,0,0,0
7,Brandon Thomas,person,Country_271835,3,0,0.8177832333333334,4,3,1,0,1,1,0,1,0,1,1,0,0,0,0,0
7,Statesâ,Uncategorized,Unknown,5,1,0.8306548216666667,7,6,4,0,0,2,1,4,0,0,0,0,1,0,0,0
7,Taylor Chan,person,Country_271835,2,0,0.856418535,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
7,Brandi Bowen,person,Country_271835,1,2,0.8682228399999999,4,3,0,1,2,0,0,0,0,2,0,0,0,0,1,0
7,Diana Brandt,person,Country_271835,0,4,0.8803678125,5,4,0,2,2,0,0,0,1,2,0,0,0,0,1,0
7,Brandy Williams,person,Country_271835,8,0,0.8766433875,9,8,0,1,6,1,1,0,0,6,1,0,0,0,0,0
7,Scott Edwards,person,Country_271835,2,0,0.828491835,3,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0
7,Lori Weeks,person,Country_271835,5,0,0.924115572,6,5,0,4,1,0,0,2,1,1,0,0,0,0,1,0
7,âCollecting,event,Unknown,2,0,0.903261675,3,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0
7,a2ac0390-407f-4a94-bc19-6d58d36ea69a,location,Unknown,2,2,0.855182035,5,4,0,0,0,4,2,0,0,2,0,0,0,0,0,0
7,Danielle Valdez,person,Country_242593,3,2,0.879449012,6,5,1,1,2,1,0,1,1,2,0,0,0,0,1,0
7,Susan Hodges,person,Country_271835,2,0,0.84786803,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0
7,Natasha Phillips,person,Country_271835,2,0,0.85607178,3,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0
7,Ocano del Este SE,Uncategorized,Unknown,0,4,0.8562884675,5,4,0,0,3,1,0,0,0,2,1,0,0,1,0,0
7,Felbab-Brown,Uncategorized,Unknown,0,3,0.8584699533333334,4,3,0,3,0,0,0,0,1,1,1,0,0,0,0,0
8,Spanish Co & Son's,company,Country_984172,1,1,0.865973375,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
8,37992687,political_organization,Unknown,0,2,0.857857195,3,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0
8,Shona Barracuda AB Worldwide,company,Oceanus,0,1,0.8771665,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8,47698,organization,Unknown,0,1,0.8322153,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,Samuel Stokes,person,Country_271835,1,2,0.8853288899999999,4,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0
8,â¬7,event,Unknown,2,0,0.86932718,3,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0
8,Scott Wallace,person,Country_271835,1,1,0.94272448,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
8,2679,organization,Unknown,2,3,0.864194734,6,5,1,3,1,0,0,4,0,0,1,0,0,0,0,0
8,3015,organization,Unknown,1,1,0.82915667,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
8,4769248,organization,Unknown,0,2,0.83805427,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
8,Wesley Woods,person,Country_271835,2,0,0.816132375,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
8,Dry Creek Marine sanctuary,company,Country_283574,0,2,0.8598534449999999,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
8,35679,political_organization,Unknown,1,1,0.82537815,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0
8,âFrontlineâ,Uncategorized,Unknown,3,0,0.8490521766666665,4,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0
8,OceanicOrigin Foods River AG Marine ecology,Uncategorized,Unknown,3,0,0.83136317,4,3,2,0,1,0,0,2,0,0,1,0,0,0,0,0
8,937182447,organization,Unknown,2,0,0.8593986,3,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0
8,Estrella de la Costa Inc Transit,company,Country_766259,0,3,0.8373067366666667,4,3,0,0,1,2,0,2,0,0,1,0,0,0,0,0
8,3183,organization,Unknown,3,0,0.8204454800000001,4,3,0,0,3,0,1,1,0,0,1,0,0,0,0,0
8,142,organization,Unknown,1,2,0.8601706166666667,4,3,0,0,2,1,0,2,0,0,1,0,0,0,0,0
8,a7f76d84-4ccf-424a-9bf9-fc20b862b7a8,location,Unknown,1,7,0.87178966625,9,8,2,0,2,4,1,6,1,0,0,0,0,0,0,0
8,430,organization,Unknown,2,0,0.907267635,3,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0
8,Playa del Mar Caviar,company,Country_271835,1,1,0.848691835,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,Lake Malawi SE Freight ,Uncategorized,Unknown,5,13,0.8588327338888889,19,18,7,4,0,7,2,3,6,5,0,1,0,0,1,0
8,3740,organization,Unknown,1,1,0.866330335,3,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0
8,1968776,organization,Unknown,2,1,0.8735924433333334,3,3,0,0,0,3,0,1,0,2,0,0,0,0,0,0
8,59022,organization,Unknown,2,0,0.871382715,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0
8,Zachary Sellers,person,Country_271835,4,0,0.8929874425,5,4,4,0,0,0,0,0,1,0,2,1,0,0,0,0
8,454,political_organization,Unknown,2,5,0.8493082314285715,7,7,2,2,1,2,0,2,3,1,1,0,0,0,0,0
8,802113,organization,Unknown,3,9,0.8797126991666668,13,12,0,4,1,7,0,6,1,3,2,0,0,0,0,0
8,303934,organization,Unknown,0,4,0.857130425,5,4,0,1,1,2,1,1,0,1,1,0,0,0,0,0
8,df76b4cf-1019-4768-93cd-27122ef3bacc,location,Unknown,2,0,0.838620585,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
8,Dakota Flores,person,Country_271835,1,6,0.85866313,8,7,0,4,1,2,1,1,2,0,1,0,0,2,0,0
8,ââ¯The,Uncategorized,Unknown,2,0,0.89743343,3,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0
8,Haryana s Ltd. Corporation Carriers,Uncategorized,Unknown,0,2,0.84380685,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
8,East Ltd. Corporation Investment,Uncategorized,Unknown,0,3,0.8827036833333333,4,3,2,1,0,0,0,0,2,0,0,0,0,0,1,0
8,Lf Beauty,Uncategorized,Unknown,0,2,0.8086729800000001,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
8,437212,organization,Unknown,2,0,0.8279666999999999,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0
8,5334,organization,Unknown,0,1,0.8541318,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8,James Garcia,person,Country_271835,1,1,0.8802677999999999,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
8,William Taylor,person,Country_271835,0,1,0.8083254,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8,753589537,organization,Unknown,0,3,0.8573328633333334,4,3,0,1,2,0,1,1,1,0,0,0,0,0,0,0
8,5199,organization,Unknown,0,2,0.92613545,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0
8,0223707c-6754-4419-acb2-510377eadd60,location,Unknown,1,1,0.870897125,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0
8,âDuare Rationâ,Uncategorized,Unknown,0,1,0.9025889,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8,drayage companies,Uncategorized,Unknown,2,0,0.85511037,3,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0
8,Joshua Park,person,Country_271835,0,2,0.8831559,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0
8,Estrella de Mar Ltd. Liability Co,company,Country_338740,4,2,0.890023455,7,6,0,0,6,0,0,3,0,0,2,0,1,0,0,0
8,Playa de Coral Oyj International,Uncategorized,Unknown,3,0,0.8424678466666666,4,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0
8,Gambia River  GmbH & Co. KG and,company,Country_271835,1,4,0.8797560600000001,6,5,1,1,2,1,0,3,2,0,0,0,0,0,0,0
8,05d471b4-0e8c-4879-80b2-ef600220e09d,location,Unknown,1,2,0.8676713133333332,3,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0
8,Remarkable,Uncategorized,Unknown,1,0,0.80087465,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8,Texasâ,Uncategorized,Unknown,3,2,0.836339188,5,5,3,2,0,0,0,0,2,1,2,0,0,0,0,0
8,Scott Dougherty,person,Country_271835,4,0,0.840937295,5,4,0,0,1,3,0,0,3,1,0,0,0,0,0,0
8,111856,organization,Unknown,0,2,0.8768120500000001,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0
8,Gelita Gelatine,Uncategorized,Unknown,2,0,0.87503855,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
8,357987c8-3ecb-4e38-9f10-857007f2cd3b,location,Unknown,1,2,0.8810370833333333,4,3,2,0,1,0,0,0,1,1,1,0,0,0,0,0
8,24e1e725-9a8e-489c-bbdd-0ce140fd6e3b,location,Unknown,0,3,0.8937240633333333,4,3,2,0,1,0,0,0,1,1,1,0,0,0,0,0
8,71084,political_organization,Unknown,0,1,0.8625252,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,James Stewart,person,Country_271835,2,1,0.8479444100000001,3,3,0,0,0,3,0,2,0,0,1,0,0,0,0,0
8,8b8c532f-0ca0-44cc-898c-1d776f2f457a,location,Unknown,0,4,0.83362409,5,4,1,1,0,2,1,1,0,1,0,1,0,0,0,0
8,697844686,organization,Unknown,1,1,0.872964415,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0
8,422,organization,Unknown,3,1,0.8639343225,5,4,0,1,3,0,2,1,1,0,0,0,0,0,0,0
8,70873,organization,Unknown,0,2,0.8914065499999999,3,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0
8,Juan Mckinney,person,Country_271835,1,2,0.8892825166666668,4,3,0,0,2,1,0,1,0,1,1,0,0,0,0,0
8,Hannah Walter,person,Country_271835,2,0,0.8558568950000001,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
8,ânoncitizen,Uncategorized,Unknown,4,0,0.9101986525,5,4,0,0,0,4,1,1,1,0,1,0,0,0,0,0
8,heâs,Uncategorized,Unknown,2,1,0.8665844133333334,4,3,0,0,0,3,0,1,1,0,1,0,0,0,0,0
8,âcrisisâ,Uncategorized,Unknown,2,0,0.87457268,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
8,Kelsey Tucker,person,Country_271835,4,0,0.9224363,5,4,0,0,4,0,0,2,0,0,1,1,0,0,0,0
8,Tony Patterson,person,Uzifrica,2,7,0.8768646688888889,10,9,0,0,4,5,1,2,0,4,1,0,0,0,1,0
8,8153f5cb-e1f7-49bb-91bb-24b3a296a40a,location,Unknown,4,0,0.84990403,5,4,0,0,3,1,0,2,0,0,2,0,0,0,0,0
8,47,organization,Unknown,2,1,0.8966521833333333,4,3,1,0,2,0,0,1,0,0,2,0,0,0,0,0
8,2751,organization,Unknown,5,0,0.880076656,6,5,0,0,0,5,2,0,1,0,2,0,0,0,0,0
8,Melinda Wade,person,Oceanus,2,0,0.8774351499999999,3,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0
8,Ship2Report,vessel,Unknown,6,0,0.929332285,7,6,0,0,6,0,1,3,0,0,2,0,0,0,0,0
8,14bda3bb-9993-4265-97cc-1747808c144e,location,Unknown,10,22,0.873142879375,31,32,2,4,13,13,3,6,7,6,6,1,1,2,0,0
8,759,organization,Unknown,3,0,0.83636872,4,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0
8,John Martin,person,Country_271835,2,1,0.8228217666666667,4,3,1,0,2,0,0,1,0,1,0,0,1,0,0,0
8,Jessica Mullins,person,Country_271835,2,0,0.8487845,3,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0
8,Amy Mcclure,person,Country_271835,2,0,0.8301544000000001,3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0
8,vesselâs,vessel,Unknown,1,0,0.8388692,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,740523,organization,Unknown,1,0,0.8628217,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,4063,organization,Unknown,1,0,0.90863675,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,Marine,vessel,Unknown,0,9,0.8501472033333334,10,9,4,2,2,1,1,3,1,3,0,0,1,0,0,0
