type,country,id,neighbor_count
organization,Unknown,199,5
organization,Unknown,23990411,16
organization,Unknown,10880329,4
person,Oceanus,Rhonda Price,1
location,Unknown,45ff391d-0f6a-4ee4-abe6-8b06d07dbfd6,1
location,Unknown,e941d006-6590-4143-9d0d-12926b0b6f5c,2
person,Country_271835,Tyler Blanchard,2
person,Country_271835,Shawn Cook,2
location,Unknown,ce2247ab-4922-420f-8d42-504c4ddda305,2
person,Country_271835,Susan Montoya,2
person,Country_271835,William James,8
location,Unknown,e0cdfc51-7473-481d-8900-03f66d6e359e,1
person,Country_271835,Ricardo Gomez,1
organization,Unknown,75471,25
movement,Unknown,14 months,2
organization,Unknown,82408558,2
location,Unknown,f6cca381-c55e-44cc-b685-6c4139459b96,3
location,Unknown,f94bcae5-b023-48f6-a0d5-ff2f01cc00ed,3
event,Unknown,âcatch,1
event,Unknown,âtotal,2
company,Country_675160,Manipur Market AG Consultants,5
Uncategorized,Unknown,âMoby-Dickâ,1
location,Unknown,04eab3c4-ed99-467b-8844-b5279a6b955e,2
organization,Unknown,5312744,2
person,Country_271835,Amanda Santana,2
person,Country_271835,Dana Macias,2
person,Country_271835,Helen Chase,2
person,Country_271835,Candace Burnett,2
organization,Unknown,34153143,4
Uncategorized,Unknown,âTheoretically,6
person,Uzilandor,Jonathan Torres,9
person,Country_271835,Gary Dunn,9
organization,Unknown,721436,3
person,Country_271835,Brittany Frey,3
person,Country_271835,Brett Williams,6
Uncategorized,Unknown,Seafreeze Ltd,3
organization,Unknown,36033030,3
person,Country_271835,Todd Lane,4
person,Country_271835,Alicia Lee,9
organization,Unknown,8112222,2
organization,Unknown,19471,16
person,Country_271835,Linda Holden,5
person,Country_271835,Donna Romero,3
person,Country_271835,Amanda Garcia,3
company,Oceanus,Shona Barracuda AB Worldwide,1
organization,Unknown,415053,4
Uncategorized,Unknown,âBHFâ,4
person,Country_271835,Olivia Bradshaw,3
organization,Unknown,461541,3
Uncategorized,Unknown,âProPublicaâ,3
Uncategorized,Unknown,âyesterdayâ,2
event,Unknown,âlast week,2
Uncategorized,Unknown,âPortlandâ,3
vessel,Unknown,watercraft,4
person,Country_271835,Bradley Murphy,2
person,Country_271835,Madison Franklin,6
vessel,Unknown,Rapido beam,5
person,Country_271835,Mary Montoya,6
vessel,Unknown,Rapido beam trawler,3
movement,Unknown,ordinary,8
person,Country_271835,Kari Zavala,13
location,Unknown,91a2a8e6-f56f-4663-8be9-0bbfd5440489,7
location,Unknown,40cfcd88-fceb-49bd-a71a-053aacddad42,7
location,Unknown,cb537677-9d82-4d58-8066-899bdc51c4f1,7
Uncategorized,Unknown,4âÃâ15â,2
Uncategorized,Unknown,â60,2
vessel,Unknown,diesel,4
vessel,Unknown,bottom otter trawler,1
organization,Unknown,2820033,12
organization,Unknown,1559,4
organization,Unknown,495035052,5
organization,Unknown,25,5
organization,Unknown,96,10
organization,Unknown,60910422,5
organization,Unknown,285351,2
organization,Unknown,75399,5
location,Unknown,da91eeb8-11f7-4634-95e7-f9413e9957aa,2
organization,Unknown,720,2
location,Unknown,fdcbe098-dbe6-4e52-8bd7-96cf3ae30101,2
organization,Unknown,779,1
organization,Unknown,2673,2
organization,Unknown,6185842,1
organization,Unknown,762165,4
organization,Unknown,428,1
organization,Unknown,4962642,21
Uncategorized,Unknown,93,8
person,Country_271835,Olivia Bailey,5
Uncategorized,Unknown,96,10
location,Unknown,ffc679cd-57ac-4846-b023-8be73ca754fa,6
Uncategorized,Unknown,FlodstrÃ,1
organization,Unknown,700,12
organization,Unknown,941899076,18
organization,Unknown,520,10
organization,Unknown,85,12
organization,Unknown,9636,6
organization,Unknown,449,2
Uncategorized,Unknown,âcardingâ,2
person,Country_271835,Tyler Flores,4
vessel,Unknown,Michelle,3
organization,Unknown,2466,4
political_organization,Unknown,72212757,5
organization,Unknown,449820,4
organization,Unknown,6406914,4
person,Country_271835,Madeline Collins,2
organization,Unknown,76609426,3
person,Country_271835,Mrs. Jessica Meyer,2
event,Unknown,âMoreover,1
person,Country_271835,Darren Torres,1
person,Country_271835,Brittany Brewer,2
political_organization,Unknown,8651344,2
person,Country_271835,Daniel Roberts,2
location,Unknown,85b8a8cf-7f07-4bab-8b44-1d79940aab8d,2
organization,Unknown,933754160,2
person,Country_271835,Tyler Turner,2
Uncategorized,Unknown,allAfrica,1
location,Unknown,933c4581-7ecc-4377-995c-7a200fee617b,1
Uncategorized,Unknown,Â£9,1
person,Country_462996,Melinda Bentley,2
organization,Unknown,41713,1
organization,Unknown,900338,1
organization,Unknown,665912557,2
organization,Unknown,1341798,1
organization,Unknown,23299,1
person,Country_271835,Danielle Perry,3
person,Country_271835,Paula King,2
person,Country_271835,Laurie Mclaughlin,2
person,Country_271835,Melinda Williams,1
organization,Unknown,614,3
organization,Unknown,802775,3
organization,Unknown,5688339,2
event,Unknown,morningâs,3
person,Country_271835,Anna Thomas MD,2
person,Oceanus,Michele Black,19
organization,Unknown,3857345,2
person,Country_271835,Ms. Brittany Murray,2
person,Oceanus,Matthew White,2
Uncategorized,Unknown,Â£800,5
person,Country_699698,Tonya Key,1
person,Country_271835,Sara Waller,1
organization,Unknown,99233,3
person,Country_271835,Daniel Middleton,7
location,Unknown,813be272-d3de-43c9-90be-ab14231fcf17,3
event,Unknown,âSay,3
person,Country_271835,Stacey Ortiz,9
person,Oceanus,Scott Simpson,3
person,Country_271835,Loretta Harrington,4
organization,Unknown,203,3
organization,Unknown,99661834,4
organization,Unknown,9838,2
organization,Unknown,848165,2
organization,Unknown,612,3
organization,Unknown,379284134,3
organization,Unknown,55394387,7
vessel,Unknown,Boston,5
person,Oceanus,Matthew Pennington,20
vessel,Unknown,vesselâs,1
vessel,Unknown,waterâs,2
location,Unknown,950ce1a6-a178-4e3e-9316-91ab7ca88664,1
person,Country_271835,Hannah Brown,7
person,Country_271835,Bobby Walker,2
political_organization,Unknown,221942,2
location,Unknown,0d1c7ce3-7243-47c0-9280-a3262b52dc0f,2
location,Unknown,634ac4e7-12af-494f-95f5-cd853363525f,2
organization,Unknown,945632766,1
vessel,Unknown,HMS Montrose,7
organization,Unknown,80737369,7
vessel,Unknown,Montrose,2
organization,Unknown,112156579,2
organization,Unknown,64338295,5
organization,Unknown,81,18
organization,Unknown,73921,2
company,Country_271835,Khundu Ltd. Liability Co,3
organization,Unknown,327277616,2
organization,Unknown,637608,9
person,Country_271835,Benjamin Barton,2
organization,Unknown,5337,4
organization,Unknown,6980,11
location,Unknown,f85f009e-0fa0-403a-845e-64198883bf34,2
location,Unknown,4562fe84-0188-47fd-8e27-67380da0079c,3
person,Country_271835,Stephanie Brown,2
organization,Unknown,33118036,2
organization,Unknown,88813246,2
organization,Unknown,5383294,3
organization,Unknown,9238420,2
political_organization,Unknown,70109,2
vessel,Unknown,underwater,2
Uncategorized,Unknown,waterâ,2
person,Country_271835,Mrs. Katrina Williams,2
organization,Unknown,73166320,3
location,Unknown,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,11
organization,Unknown,13249468,2
vessel,Unknown,Aine,3
person,Country_271835,Anthony Gomez,3
person,Country_271835,Debbie Kelley,3
organization,Unknown,77,12
person,Country_271835,Eric Hanson,2
person,Oceanus,Joshua Haynes,1
organization,Unknown,682313,4
political_organization,Unknown,300,1
person,Country_271835,Krystal Foster,2
person,Country_271835,Roger Smith,3
political_organization,Unknown,37992687,2
Uncategorized,Unknown,nationalfisherman,2
Uncategorized,Unknown,intrafish,1
organization,Unknown,303934,4
Uncategorized,Unknown,choicesmagazine,2
organization,Unknown,58877070,5
Uncategorized,Unknown,usa,5
Uncategorized,Unknown,oceana,5
person,Country_271835,Blake Smith,3
organization,Unknown,42990314,2
organization,Unknown,1338687,2
organization,Unknown,507684,3
Uncategorized,Unknown,ams.usda,3
organization,Unknown,1765605,1
Uncategorized,Unknown,âinitiallyâ,3
Uncategorized,Unknown,SIMPComplianceGuide,3
vessel,Unknown,Cutters,2
Uncategorized,Unknown,âpoachedâ,1
person,Country_271835,Stacy Castillo,2
organization,Unknown,34757443,5
person,Country_271835,Matthew Mack,3
person,Country_271835,David Wilson,2
location,Unknown,f205ff1a-8798-48b7-b535-ad87b9756220,8
location,Unknown,1a2ebb93-1c85-4f40-abb1-cff639788678,2
Uncategorized,Unknown,âAccept Allâ,3
Uncategorized,Unknown,krxd,2
person,Country_271835,Zachary Blackburn,2
vessel,Unknown,operated vehicle,2
person,Country_271835,James Berry,2
person,Country_271835,Robert Goodman,1
vessel,Unknown,Snow Crab,1
person,Country_271835,Mary Durham,3
person,Country_271835,Anna Kelly,1
person,Country_271835,Clifford Sherman,1
person,Country_271835,Carol Wade,2
organization,Unknown,1576352,8
political_organization,Unknown,59600,2
movement,Unknown,Greenwich,1
vessel,Unknown,HMS Medway,2
location,Unknown,1dfb2440-85dc-4f0c-914f-e18498e6cd1b,4
person,Country_271835,Makayla Anderson,5
location,Unknown,92a375a3-0c31-494e-9a56-eeabe3750d90,2
person,Country_271835,Kevin Moreno,2
organization,Unknown,34285153,2
vessel,Unknown,Talleyâs,7
person,Country_271835,Brittany Ryan,2
person,Islavaria,Dana Knapp,6
person,Country_271835,Jeanette Kim,1
organization,Unknown,95743666,1
organization,Unknown,86117,3
organization,Unknown,94361818,6
organization,Unknown,40974,4
company,Country_322527,Diao yu bi sai Tidal BV Export,2
person,Oceanus,Patricia Flores,1
organization,Unknown,74505,2
person,Country_271835,Joshua Roberts,2
person,Country_271835,Denise Moore,2
Uncategorized,Unknown,âseamountâ,2
person,Country_271835,Lisa Castaneda,2
person,Country_271835,Christina Abbott,2
organization,Unknown,4657860,2
political_organization,Unknown,519443204,2
organization,Unknown,3394552,2
organization,Unknown,618,1
person,Country_256617,Brittany Kane,2
Uncategorized,Unknown,Marsâ,2
location,Unknown,bd16ff21-2da0-4ad7-8aec-d04a28b61277,3
event,Unknown,past yearâs,2
vessel,Unknown,whales,3
person,Country_271835,Michelle Campbell,1
organization,Unknown,39995740,3
person,Country_271835,Lauren Garner,2
person,Rio Solovia,Zachary Mclean,1
person,Rio Solovia,Anthony Mendez,1
organization,Unknown,806,2
event,Unknown,Hubble,1
event,Unknown,event,1
Uncategorized,Unknown,Launch Loversâ,2
location,Unknown,cd2685a2-fce5-49ee-8ca7-b9faa081d190,4
Uncategorized,Unknown,LC,3
vessel,Unknown,Spaceflight,2
organization,Unknown,93,8
location,Unknown,e95a9547-3611-4e86-adbe-9aa55dbff21f,2
organization,Unknown,6107715,2
organization,Unknown,2610,1
vessel,Unknown,HawkEye,2
person,Country_271835,Jordan Mcbride,2
organization,Unknown,7575,2
location,Unknown,d5cbeea1-73ac-4d86-adeb-b609629b12bf,2
location,Unknown,416dab02-bf67-48af-a99b-c691339dc5e0,3
location,Unknown,25a765f4-b6d0-4588-9a7a-0798de847cfd,3
location,Unknown,0a715a76-de97-4cc3-80a3-4dcbfa740079,2
company,Country_271835,Madhya Pradesh Market Pic Transportation,2
vessel,Unknown,Manned,2
vessel,Unknown,Aerial,2
organization,Unknown,34731154,2
organization,Unknown,970786,4
person,Uzilandor,Christian Ashley,7
organization,Unknown,8967466,3
person,Orvietea,Benjamin Snyder,3
location,Unknown,b3de0895-285e-4ea8-99bb-ffdc763f7038,3
location,Unknown,a8330af0-375f-4fcb-9171-9628b26b1808,3
organization,Unknown,3308429,2
person,Country_271835,Adam Cook,1
person,Country_712875,Wendy Miller,1
vessel,Unknown,Abrams MIA2,5
location,Unknown,abb62f7c-234a-46d7-b3bb-8f7b4771618c,6
event,Unknown,Tank,5
person,Uzilandor,Kelly James,6
vessel,Unknown,MBTs,6
organization,Unknown,418382,8
organization,Unknown,16927047,11
organization,Unknown,6471708,12
organization,Unknown,520673,11
organization,Unknown,1252007,7
location,Unknown,6c348030-e9d4-4ddc-8ec8-30ac227c6a14,12
organization,Unknown,565431,11
person,Quandarix,Lisa Rocha,12
person,Country_996415,Danielle Sosa,6
person,Country_271835,James Carr,3
person,Country_271835,Daniel Burton,4
person,Country_271835,Jerry Miller,3
organization,Unknown,15758645,3
person,Country_271835,Dakota Flores,7
organization,Unknown,204,7
Uncategorized,Unknown,US Special Operations SOF,3
organization,Unknown,7490484,5
person,Country_271835,Kari Padilla,3
person,Country_198078,Angela Navarro,6
event,Unknown,âaccelerate,6
political_organization,Unknown,327979,8
political_organization,Unknown,414,10
political_organization,Unknown,28422,11
political_organization,Unknown,428949,6
political_organization,Unknown,838200939,4
Uncategorized,Unknown,âbossesâ,4
person,Country_271835,Levi Jones,5
person,Country_271835,Adriana Rhodes,4
person,Uzilandor,Kevin Moore,5
person,Country_271835,Debra Davis,2
person,Country_271835,Jennifer Washington,3
person,Country_271835,Peter Bush,2
organization,Unknown,61,2
organization,Unknown,908,2
organization,Unknown,2278,4
organization,Unknown,3731,3
person,Uzilandor,Sabrina Merritt,4
person,Country_57382,Justin Fowler,1
organization,Unknown,120,3
organization,Unknown,2422788,2
Uncategorized,Unknown,MCDP,3
location,Unknown,c97073d1-61a4-4a06-a189-8b4642a699e1,3
political_organization,Unknown,66,3
location,Unknown,65872b93-db53-4445-a72e-8f84b3d7edfc,2
event,Unknown,todayâs,4
organization,Unknown,268393514,3
organization,Unknown,55242,3
organization,Unknown,637,3
person,Country_271835,Maria Horton,2
person,Country_271835,Maurice Figueroa,3
vessel,Unknown,Ships,6
organization,Unknown,9697,2
organization,Unknown,620019,3
organization,Unknown,45361487,2
organization,Unknown,408603,1
vessel,Unknown,Vehicle Land,4
person,Country_271835,Heather King,2
person,Country_271835,Billy Robinson,2
person,Country_271835,Austin Miller,2
organization,Unknown,369,9
organization,Unknown,6204,5
location,Unknown,96c31987-d50d-4680-9397-2a9d0e3946e1,2
vessel,Unknown,sailboat Freeport,3
location,Unknown,c0ea9f29-9987-490f-bc96-d2a5718c1636,1
organization,Unknown,949,1
vessel,Unknown,Perch,1
organization,Unknown,576618,5
political_organization,Unknown,82357,2
person,Country_271835,Ariel Thornton,2
vessel,Unknown,driftnets,2
organization,Unknown,500633954,2
organization,Unknown,62343,3
organization,Unknown,688224,2
person,Country_271835,George Vance,3
person,Country_271835,Jason Fleming,2
Uncategorized,Unknown,âdimersalâ,2
location,Unknown,c600d751-cc48-4e8e-800e-63ec87a4239f,2
person,Country_271835,Cynthia Huff,2
person,Country_271835,Angela Lee,2
location,Unknown,78ec7fd4-82e0-4725-815d-50be0ccee955,2
vessel,Unknown,CraftâLaw,5
vessel,Unknown,Ocean Patrol,2
vessel,Unknown,ARA Bouchard,2
person,Puerto del Mar,Richard Douglas,3
person,Country_271835,Patricia Reyes,1
person,Country_271835,Kristin Dawson,2
Uncategorized,Unknown,âAwachaâ,2
person,Country_271835,Brandon Hughes,1
Uncategorized,Unknown,âSaikoâ,2
person,Country_271835,Bethany Lopez,2
vessel,Unknown,electric,6
vessel,Unknown,wheeler,2
organization,Unknown,570683,2
organization,Unknown,4532329,2
organization,Unknown,98631,2
organization,Unknown,2658,3
organization,Unknown,5698,2
organization,Unknown,3342,2
organization,Unknown,354,2
organization,Unknown,945,2
event,Unknown,Months,2
company,Country_271835,Tamil Nadu Ltd. Liability Co Express,4
Uncategorized,Unknown,âElquiâ,3
location,Unknown,738338ba-deef-4364-bedf-707a8cbf9a55,2
person,Country_358951,Monica Ramirez,4
organization,Unknown,280094,3
organization,Unknown,40676,2
person,Country_146155,Tracie Price,3
company,Country_146155,David Limited Liability Company,3
organization,Unknown,1998,2
organization,Unknown,669,2
person,Country_271835,Elizabeth Anderson,4
organization,Unknown,903574229,3
person,Country_271835,Kenneth Cain,3
person,Country_271835,Carla Perkins,2
person,Country_271835,Lindsey Conway,1
organization,Unknown,95064,6
person,Country_271835,Ryan Perez,5
location,Unknown,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5,4
organization,Unknown,6567453,4
organization,Unknown,47261702,3
organization,Unknown,730397695,3
organization,Unknown,4086,2
vessel,Unknown,Wartsila,1
location,Unknown,373a8a11-c7a0-4e9b-8397-9d824974259a,2
location,Unknown,a0ea93dc-6767-4682-b424-21b5a24ea24b,2
vessel,Unknown,bulker,2
company,Country_271835,Kariba Dam  Corporation Nautical,9
company,Country_271835,Benton Ltd. Liability Co,39
movement,Unknown,ninety,12
event,Unknown,90,19
organization,Unknown,822596165,9
organization,Unknown,5421,15
company,Country_271835,Pez Dorado BV Logistics,9
location,Unknown,019d89a8-36be-4402-bf3c-d13cb982cf3f,6
location,Unknown,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,7
person,Country_271835,Traci Shields,5
person,Country_271835,Daniel Henderson,6
person,Country_271835,Joseph Smith,4
person,Country_271835,Dr. Gregory Rice,4
person,Country_271835,Breanna Welch DDS,2
person,Country_271835,Jared Martinez,2
person,Country_271835,Darin Torres,2
person,Country_271835,Tracy Rogers,2
person,Country_271835,Kevin Morris,2
company,Country_342065,The Salty Pearl River S.p.A. Export,16
location,Unknown,3051e013-9e40-44cc-98e5-740e3238daaa,8
organization,Unknown,9237588,3
location,Unknown,cdc89aad-5d8c-48bf-b155-81d2a932782b,5
person,Country_271835,William Murray,4
location,Unknown,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,3
organization,Unknown,4183208,2
company,Country_271835,Punjab Market Marine sanctuary ship,3
person,Country_271835,Robert Edwards,7
organization,Unknown,322202416,2
location,Unknown,5025f249-0b3c-4741-a7aa-090d93395acf,1
organization,Unknown,969368807,3
organization,Unknown,80276549,3
organization,Unknown,89,2
organization,Unknown,35282,2
organization,Unknown,813,5
organization,Unknown,62,1
organization,Unknown,44326992,1
location,Unknown,1416a29d-3719-45d6-95a8-782c4e281908,2
event,Unknown,Hunt,2
location,Unknown,0efa50f3-533d-4775-94fa-54cd1c480587,4
location,Unknown,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,4
organization,Unknown,869422192,3
organization,Unknown,542341,14
organization,Unknown,93252,8
organization,Unknown,4627,3
organization,Unknown,1719,2
person,Country_271835,Jennifer Parsons,5
organization,Unknown,8876768,4
organization,Unknown,444,4
person,Country_271835,Denise Vance,4
person,Oceanterra,Zachary Perez,6
person,Country_271835,Craig Santiago,2
organization,Unknown,6460,2
organization,Unknown,64778548,1
organization,Unknown,493641959,2
organization,Unknown,8980454,4
person,Country_271835,Jessica Costa,3
person,Marebak,Erica Hamilton,30
person,Country_144251,Sandra Martinez,12
person,Country_271835,Austin Welch,8
organization,Unknown,6659,4
organization,Unknown,464454263,16
Uncategorized,Unknown,Shipping Corp,6
organization,Unknown,534,6
organization,Unknown,4942,10
organization,Unknown,884332,7
organization,Unknown,982519647,8
organization,Unknown,1354,10
organization,Unknown,923825740,7
organization,Unknown,5865,4
company,Country_271835,Malawi Rift  Holdings Navigation,3
company,Country_271835,Baha de Coral OJSC Marine,4
Uncategorized,Unknown,Navigation Corp,4
Uncategorized,Unknown,Triton Navigation Corp,6
Uncategorized,Unknown,Pontus Navigation Corp,5
person,Helixia,John Jensen,2
person,Country_271835,Michael Frederick,3
organization,Unknown,401289940,3
organization,Unknown,54726,2
organization,Unknown,52193,9
person,Country_144251,Laura Joseph,7
organization,Unknown,697844686,2
organization,Unknown,1555,2
organization,Unknown,3669166,2
organization,Unknown,483398,2
location,Unknown,111274e2-c155-4640-9a8e-f506f3fbca06,3
political_organization,Unknown,7657424,8
organization,Unknown,2234557,3
organization,Unknown,7125,3
person,Oceanus,Jorge Davidson,2
person,Kethanor,Ruben Fowler,11
person,Country_271835,John Riley,1
political_organization,Unknown,256659459,2
organization,Unknown,2357762,4
person,Country_271835,Andrew Graves,2
person,Country_271835,Mathew Taylor,8
location,Unknown,aac2c35c-d06d-45df-a1f8-a0c4001f3897,2
Uncategorized,Unknown,âHSIâ,3
Uncategorized,Unknown,âNYPDâ,4
person,Country_271835,Daniel Obrien,5
person,Country_271835,Jeffrey Hall,3
Uncategorized,Unknown,âbe,2
location,Unknown,8bdf21e8-914b-4fe2-9280-0a69b9b0175d,6
vessel,Unknown,18 wheelers,1
person,Country_271835,Michael Vazquez,2
person,Country_167470,Sara Fleming,8
organization,Unknown,1625166,6
location,Unknown,a325b223-5017-42a8-8eb1-ed7e1a3bbd5b,2
political_organization,Unknown,49101570,2
person,Country_271835,Robert Garcia,2
location,Unknown,6b19fec0-f5d4-4d31-b461-fef270debb3e,3
person,Country_271835,Brett Lopez,3
organization,Unknown,42978392,1
location,Unknown,62d39460-2980-4835-91ea-47073f724d3b,2
location,Unknown,74390fc5-8dc6-4511-a0a8-bc360409b805,1
person,Country_271835,Heather Porter,5
person,Country_271835,Kevin Liu,2
person,Country_271835,Katrina Nguyen,3
location,Unknown,0fab17df-2c08-46b6-8ce9-b13b3a60ff3d,2
person,Country_271835,James Horton,4
person,Country_271835,Brian Hansen,3
company,Country_271835,Rajasthan GmbH & Co. KG,16
organization,Unknown,858,20
person,Oceanus,Rebecca Caldwell,7
person,Country_271835,Alyssa Gonzalez,5
person,Country_271835,Michelle Jackson,2
location,Unknown,27d0dfe7-186c-4016-8f47-40c71e30f48a,1
organization,Unknown,871,5
person,Country_271835,James Scott,5
person,Country_271835,Krista Harris,5
event,Unknown,âeverything,5
organization,Unknown,76030,1
person,Country_271835,William Gray,6
event,Unknown,containers,5
organization,Unknown,9098,3
person,Country_271835,Michael Reed,2
political_organization,Unknown,17592,5
location,Unknown,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,3
person,Country_271835,Katherine Chavez,2
company,Country_323509,Nutica del Sol AG,4
person,Country_271835,Stephen Marks,2
location,Unknown,8b8c532f-0ca0-44cc-898c-1d776f2f457a,4
person,Country_271835,James Stewart,2
organization,Unknown,1968776,2
political_organization,Unknown,288971672,3
person,Country_271835,Anthony Larson,2
organization,Unknown,845,4
organization,Unknown,382825160,3
person,Country_271835,Laura Hughes,2
person,Country_271835,Amanda Dean,2
person,Country_12955,Debra Hall,3
person,Country_271835,Kelsey Tucker,4
political_organization,Unknown,460859346,16
organization,Unknown,2793,2
person,Country_271835,Martin Bell,1
person,Country_271835,Michelle Long,1
Uncategorized,Unknown,âlaughableâ,2
organization,Unknown,8325,3
organization,Unknown,437212,2
organization,Unknown,299,8
person,Country_271835,Jennifer Barber,3
person,Country_271835,Ryan Hudson,3
person,Country_697428,James Calhoun,19
person,Country_789455,Harold Strickland,24
person,Country_789455,John Hall,23
person,Country_925382,Christine Maxwell,13
person,Country_789455,Ashley Lewis,13
person,Country_789455,Sandra Bullock,27
location,Unknown,82f2f404-439a-4b2e-b423-726a7f933abf,14
organization,Unknown,298930,13
person,Country_789455,Mark Garcia,27
location,Unknown,f59ca3ce-7fea-4a6b-893b-486565a8ab18,14
Uncategorized,Unknown,âtoppyâ,16
Uncategorized,Unknown,âstagâ,16
person,Country_990614,Samuel Dunn,31
person,Country_271835,John Avila,3
organization,Unknown,2362,1
person,Oceanus,William Palmer,3
location,Unknown,7311cf88-bac1-4ac9-a0d2-c55c02497944,3
organization,Unknown,9979944,10
organization,Unknown,4396031,3
company,Country_271835,Simien Mountains  Company Delivery,4
organization,Unknown,519852438,4
Uncategorized,Unknown,âlegitimateâ,4
person,Country_271835,William Kim,3
person,Country_271835,Jeffrey Strong,3
person,Country_271835,Susan Williams,2
person,Country_271835,Margaret Miller,5
person,Country_271835,Angela Chang,16
person,Country_271835,Daniel Chang,6
person,Country_271835,Victoria Gonzalez,12
person,Country_271835,Jennifer Johnson,13
person,Country_271835,Jeffrey Mills,12
person,Country_271835,Jason Brown,12
person,Country_271835,Jeff Sullivan,10
political_organization,Unknown,6828,9
person,Country_271835,Mr. Eric Logan,15
person,Country_271835,William Phillips,13
person,Country_271835,Heather Holmes,13
person,Country_271835,Elizabeth Jones,4
person,Country_271835,Christian Quinn,3
event,Unknown,âHis,5
organization,Unknown,432526990,4
person,Country_271835,Kathryn Gomez,4
person,Country_271835,Stephanie Wiley,13
person,Nalakond,Lisa Ward,12
person,Nalakond,William Fernandez,16
person,Country_271835,Ryan Lewis,8
person,Country_271835,Christina Chavez,8
person,Country_271835,Jessica Figueroa DDS,10
person,Country_271835,Rebecca Taylor,2
organization,Unknown,463,5
organization,Unknown,762,4
event,Unknown,âbelieve,3
person,Country_271835,Dr. Daniel Massey,3
event,Unknown,âWhatâs,3
person,Country_271835,Brooke Hamilton,4
person,Country_271835,Mrs. Katherine Clark,4
person,Country_271835,Kathleen Benitez,3
Uncategorized,Unknown,Easterlingsâ,3
person,Country_271835,Seth Peters,3
person,Country_271835,Kevin Butler,2
location,Unknown,8851578d-3dd7-4430-8f73-b95305eb1f03,2
organization,Unknown,82379,8
person,Rio Isla,Daniel Pruitt,7
location,Unknown,bc583d11-794a-4a83-abc8-3daa208e1262,3
person,Country_271835,Andrew Torres,2
political_organization,Unknown,8634589,4
organization,Unknown,7260903,1
location,Unknown,a2ac0390-407f-4a94-bc19-6d58d36ea69a,4
company,Country_271835,su y CJSC Canal,15
location,Unknown,9b5a90cf-e801-46a8-bd50-879ab3862c67,2
organization,Unknown,6548672,2
person,Country_271835,Cheryl Conway,2
organization,Unknown,3896,20
location,Unknown,76b8e150-91b4-494d-8ef6-6af706b397eb,2
person,Country_271835,Lauren Smith,3
person,Country_271835,Darrell Lopez,3
person,Oceanus,James Valencia,1
organization,Unknown,798,1
location,Unknown,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc,1
person,Country_247330,Barry Harris,2
person,Country_271835,Philip Murphy,2
person,Country_271835,April Perry,5
organization,Unknown,245484,6
organization,Unknown,61679,4
organization,Unknown,1983793,3
location,Unknown,73db3de8-b968-40da-875c-7e57c678aa36,4
organization,Unknown,800578,2
organization,Unknown,254340176,2
Uncategorized,Unknown,Attorneysâ,1
organization,Unknown,4332001,1
political_organization,Unknown,9345,14
person,Country_271835,Eric Rogers,1
organization,Unknown,402,1
person,Polarisdom,Jon White,9
person,Country_614826,Emily Kennedy,3
location,Unknown,b1a0ee2a-0e6d-48c2-b639-032e4648fa5c,18
person,Oceanus,Sean Wilson,1
person,Country_271835,Kevin Burnett,4
organization,Unknown,218148,1
person,Country_271835,Rebecca Walker,2
location,Unknown,decfc924-5bdc-4fba-8bbd-bb57d8d478d9,2
person,Polarisdom,Amanda Scott,2
Uncategorized,Unknown,22 Raptor,5
company,Polarisdom,Estrella del Mar Inc Merchants,1
person,Country_271835,Gerald Washington,4
person,Country_271835,Jessica Kelly,3
organization,Unknown,60017,4
person,Country_271835,Annette Barrett,4
event,Unknown,âknow,4
location,Unknown,0c0ae060-2543-4d7e-bed0-e7fab24ba6a5,5
person,Country_271835,Olivia Garner,2
person,Country_271835,Scott Johnson,2
person,Country_271835,Melissa Bates,1
person,Country_271835,Carlos Rose,2
location,Unknown,a03df7da-c2cf-476d-a6ea-95c422969df2,4
person,Country_271835,Amber Green,2
person,Country_271835,Rodney Compton,2
organization,Unknown,381051499,2
organization,Unknown,110727,4
company,Country_271835,su y Worldwide Shark,1
organization,Unknown,4205,2
person,Country_271835,Mary Clements,5
political_organization,Unknown,789040,2
organization,Unknown,16306,5
person,Country_271835,Sylvia Johnson,1
person,Country_271835,Charles Fitzgerald,5
location,Unknown,6eda4eb1-cdb8-4d61-8c72-fae33deb91a7,8
Uncategorized,Unknown,Covid,3
location,Unknown,5fddadd0-71e7-4bdf-a471-daddd5f376b8,4
location,Unknown,7ed038cd-64da-492f-a338-5c4636b91a2b,3
organization,Unknown,80774,2
location,Unknown,4b0f0611-34ce-4733-81af-391943e272c0,4
person,Country_271835,Seth Kelley,16
Uncategorized,Unknown,âFrontlineâ,3
political_organization,Unknown,71084,1
person,Country_271835,Wanda Collins,1
person,Country_271835,Miguel Harrison,2
Uncategorized,Unknown,ââ¯The,2
location,Unknown,24e1e725-9a8e-489c-bbdd-0ce140fd6e3b,3
person,Country_271835,Zachary Sellers,4
