id,type,country,neighbor_count,In_Degree,Out_Degree,Tot_Degree,Count,Average_Weight,size,Community,Community_avg_weight,no_location,Connected_political_organization,Score,Suspicion rate
Tyler Turner,person,Country_271835,2,2,0,2,1014,0.8899408,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
allAfrica,Uncategorized,Unknown,1,1,0,1,383,0.85655963,-1,0,0.859966164,1,0,3.01,50.17%
933c4581-7ecc-4377-995c-7a200fee617b,location,Unknown,1,1,0,1,383,0.8707887,-1,4,0.868860929,0,0,2.27,37.83%
Â£9,Uncategorized,Unknown,1,1,0,1,383,0.8589464,-1,4,0.868860929,1,0,3.01,50.17%
Melinda Bentley,person,Country_462996,2,2,0,2,1014,0.90191549,-1,6,0.871177745,0,0,1.3199999999999998,22.00%
41713,organization,Unknown,1,0,1,1,383,0.92244655,0,16,0.863440281,1,0,3.65,60.83%
900338,organization,Unknown,1,0,1,1,383,0.8821811,0,0,0.859966164,1,0,3.65,60.83%
665912557,organization,Unknown,2,1,1,2,1014,0.96753269,0,17,0.871449309,1,0,1.11,18.50%
1341798,organization,Unknown,1,0,1,1,383,0.8010848,0,72,0.8010848,1,0,4.6,76.67%
23299,organization,Unknown,1,1,0,1,383,0.8010848,0,72,0.8010848,1,0,3.96,66.00%
Danielle Perry,person,Country_271835,3,3,0,3,578,0.906882503,-1,6,0.871177745,0,0,1.3199999999999998,22.00%
Paula King,person,Country_271835,2,2,0,2,1014,0.85929795,-1,65,0.85929795,0,0,1.3199999999999998,22.00%
Laurie Mclaughlin,person,Country_271835,2,2,0,2,1014,0.823219665,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Melinda Williams,person,Country_271835,1,1,0,1,383,0.880648,-1,12,0.878477793,0,0,2.27,37.83%
614,organization,Unknown,3,0,3,3,578,0.838682623,0,73,0.843361974,0,0,2.91,48.50%
802775,organization,Unknown,3,1,2,3,578,0.843169677,0,73,0.843361974,0,0,1.96,32.67%
5688339,organization,Unknown,2,2,0,2,1014,0.83566502,0,73,0.843361974,1,0,3.01,50.17%
morningâs,event,Unknown,3,4,0,4,379,0.87333639,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Anna Thomas MD,person,Country_271835,2,2,0,2,1014,0.823761705,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Michele Black,person,Oceanus,19,1,20,21,9,0.868040092,-1,4,0.868860929,0,0,1.96,32.67%
3857345,organization,Unknown,2,0,2,2,1014,0.911520775,1,4,0.868860929,0,0,1.59,26.50%
Ms. Brittany Murray,person,Country_271835,2,2,0,2,1014,0.88706105,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Matthew White,person,Oceanus,2,2,0,2,1014,0.81873885,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Â£800,Uncategorized,Unknown,5,5,1,6,139,0.874979117,1,5,0.870361632,1,0,0.74,12.33%
Tonya Key,person,Country_699698,1,1,0,1,383,0.82031506,-1,4,0.868860929,0,0,2.27,37.83%
Sara Waller,person,Country_271835,1,2,0,2,1014,0.96725565,-1,17,0.871449309,0,0,1.3199999999999998,22.00%
99233,organization,Unknown,3,2,1,3,578,0.879916667,2,7,0.862319347,1,0,0.74,12.33%
Daniel Middleton,person,Country_271835,7,4,3,7,110,0.84628882,-1,0,0.859966164,0,0,0.37,6.17%
813be272-d3de-43c9-90be-ab14231fcf17,location,Unknown,3,1,2,3,578,0.83691001,-1,4,0.868860929,0,0,1.01,16.83%
âSay,event,Unknown,3,3,0,3,578,0.87205841,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Stacey Ortiz,person,Country_271835,9,9,0,9,59,0.887051743,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Scott Simpson,person,Oceanus,3,2,1,3,578,0.893145047,-1,4,0.868860929,0,0,0.37,6.17%
Loretta Harrington,person,Country_271835,4,4,0,4,379,0.903220253,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
203,organization,Unknown,3,0,3,3,578,0.931585113,0,4,0.868860929,1,0,2.7,45.00%
99661834,organization,Unknown,4,4,0,4,379,0.849970035,0,2,0.858512917,1,1,1.303,21.72%
9838,organization,Unknown,2,0,2,2,1014,0.88328565,0,2,0.858512917,1,0,2.7,45.00%
848165,organization,Unknown,2,2,0,2,1014,0.87554055,0,2,0.858512917,1,0,2.06,34.33%
612,organization,Unknown,3,2,1,3,578,0.9187819,0,2,0.858512917,1,0,1.11,18.50%
379284134,organization,Unknown,3,3,0,3,578,0.896587933,0,2,0.858512917,1,0,2.06,34.33%
55394387,organization,Unknown,7,3,4,7,110,0.86577847,1,8,0.854248151,1,0,0.74,12.33%
Boston,vessel,Unknown,5,0,5,5,203,0.85775364,-1,31,0.860083032,0,0,1.96,32.67%
Matthew Pennington,person,Oceanus,20,1,19,20,10,0.871354973,-1,69,0.847952305,0,0,2.91,48.50%
vesselâs,vessel,Unknown,1,1,0,1,383,0.8388692,-1,9,0.878627009,0,0,2.27,37.83%
waterâs,vessel,Unknown,2,2,0,2,1014,0.91913695,-1,69,0.847952305,0,0,2.27,37.83%
950ce1a6-a178-4e3e-9316-91ab7ca88664,location,Unknown,1,1,0,1,383,0.81180906,-1,1,0.859454355,0,0,2.27,37.83%
Hannah Brown,person,Country_271835,7,6,1,7,110,0.876550071,-1,8,0.854248151,0,0,0.37,6.17%
Bobby Walker,person,Country_271835,2,0,2,2,1014,0.903989255,-1,8,0.854248151,0,0,1.96,32.67%
221942,political_organization,Unknown,2,0,2,2,1014,0.90660915,-1,4,0.868860929,0,0,1.96,32.67%
0d1c7ce3-7243-47c0-9280-a3262b52dc0f,location,Unknown,2,1,1,2,1014,0.80291725,-1,8,0.854248151,0,0,0.37,6.17%
634ac4e7-12af-494f-95f5-cd853363525f,location,Unknown,2,0,2,2,1014,0.84513082,-1,2,0.858512917,0,0,1.96,32.67%
945632766,organization,Unknown,1,1,0,1,383,0.8438905,0,6,0.871177745,1,0,3.01,50.17%
HMS Montrose,vessel,Unknown,7,4,3,7,110,0.821935093,-1,19,0.833679999,0,0,1.3199999999999998,22.00%
80737369,organization,Unknown,7,1,6,7,110,0.85767756,2,3,0.865361844,0,0,0.64,10.67%
Montrose,vessel,Unknown,2,2,0,2,1014,0.84402992,-1,19,0.833679999,0,0,2.27,37.83%
112156579,organization,Unknown,2,0,2,2,1014,0.9161974,0,19,0.833679999,1,0,3.65,60.83%
64338295,organization,Unknown,5,5,1,6,139,0.904126627,0,19,0.833679999,0,0,1.3199999999999998,22.00%
81,organization,Unknown,18,13,7,20,10,0.802689759,1,19,0.833679999,0,0,0.95,15.83%
73921,organization,Unknown,2,2,0,2,1014,0.8336108,0,0,0.859966164,1,0,2.06,34.33%
Khundu Ltd. Liability Co,company,Country_271835,3,3,0,3,578,0.866854487,0,1,0.859454355,1,0,2.06,34.33%
327277616,organization,Unknown,2,0,2,2,1014,0.820657035,0,17,0.871449309,1,0,2.7,45.00%
637608,organization,Unknown,9,9,0,9,59,0.838536953,1,4,0.868860929,0,0,0.95,15.83%
Benjamin Barton,person,Country_271835,2,0,2,2,1014,0.83997827,-1,4,0.868860929,0,0,1.96,32.67%
5337,organization,Unknown,4,3,1,4,379,0.855285963,0,4,0.868860929,0,0,0.37,6.17%
6980,organization,Unknown,11,3,9,12,39,0.829362347,2,4,0.868860929,0,0,0.64,10.67%
f85f009e-0fa0-403a-845e-64198883bf34,location,Unknown,2,0,2,2,1014,0.82483125,-1,1,0.859454355,0,0,1.96,32.67%
4562fe84-0188-47fd-8e27-67380da0079c,location,Unknown,3,3,0,3,578,0.85626215,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Stephanie Brown,person,Country_271835,2,0,2,2,1014,0.87966145,-1,74,0.869379587,0,0,1.96,32.67%
33118036,organization,Unknown,2,1,1,2,1014,0.86981373,1,74,0.869379587,1,0,0.74,12.33%
88813246,organization,Unknown,2,2,0,2,1014,0.85866358,1,74,0.869379587,1,0,1.69,28.17%
5383294,organization,Unknown,3,3,0,3,578,0.870106887,0,1,0.859454355,1,0,2.06,34.33%
9238420,organization,Unknown,2,0,2,2,1014,0.868682145,0,1,0.859454355,1,0,2.7,45.00%
70109,political_organization,Unknown,2,0,2,2,1014,0.821179375,-1,33,0.853022325,0,0,1.96,32.67%
underwater,vessel,Unknown,2,0,3,3,578,0.907053917,-1,1,0.859454355,0,0,1.96,32.67%
waterâ,Uncategorized,Unknown,2,2,0,2,1014,0.872770425,-1,1,0.859454355,1,0,2.06,34.33%
Mrs. Katrina Williams,person,Country_271835,2,2,0,2,1014,0.80875102,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
73166320,organization,Unknown,3,3,0,3,578,0.842599353,0,2,0.858512917,1,0,2.06,34.33%
dbb07e32-a8f4-47d0-ae61-c2e9774e9284,location,Unknown,11,9,3,12,39,0.871204569,-1,8,0.854248151,0,0,0.37,6.17%
13249468,organization,Unknown,2,0,2,2,1014,0.87857738,0,4,0.868860929,1,0,2.7,45.00%
Aine,vessel,Unknown,3,3,0,3,578,0.86149031,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Anthony Gomez,person,Country_271835,3,3,0,3,578,0.898604423,-1,21,0.884784429,0,0,1.3199999999999998,22.00%
Debbie Kelley,person,Country_271835,3,0,4,4,379,0.86248519,-1,21,0.884784429,0,0,1.96,32.67%
77,organization,Unknown,12,14,12,26,10,0.868513357,18,21,0.884784429,1,0,1.85,30.83%
Eric Hanson,person,Country_271835,2,3,0,3,578,0.83426442,-1,21,0.884784429,0,0,1.3199999999999998,22.00%
Joshua Haynes,person,Oceanus,1,0,1,1,383,0.82131624,-1,75,0.82131624,0,0,3.86,64.33%
682313,organization,Unknown,4,0,4,4,379,0.836712908,0,11,0.857844709,1,1,1.943,32.38%
300,political_organization,Unknown,1,0,1,1,383,0.8850235,-1,11,0.857844709,0,0,2.91,48.50%
Krystal Foster,person,Country_271835,2,0,2,2,1014,0.834471135,-1,8,0.854248151,0,0,1.96,32.67%
Roger Smith,person,Country_271835,3,3,0,3,578,0.839702317,-1,8,0.854248151,0,0,1.3199999999999998,22.00%
37992687,political_organization,Unknown,2,0,2,2,1014,0.857857195,-1,16,0.863440281,0,0,1.96,32.67%
nationalfisherman,Uncategorized,Unknown,2,2,0,2,1014,0.833491665,-1,9,0.878627009,1,1,1.303,21.72%
intrafish,Uncategorized,Unknown,1,1,0,1,383,0.9091044,-1,0,0.859966164,1,0,3.01,50.17%
303934,organization,Unknown,4,0,4,4,379,0.857130425,1,9,0.878627009,0,0,1.59,26.50%
choicesmagazine,Uncategorized,Unknown,2,2,0,2,1014,0.81237202,-1,1,0.859454355,1,0,2.06,34.33%
58877070,organization,Unknown,5,2,3,5,203,0.858865424,0,8,0.854248151,1,0,1.75,29.17%
usa,Uncategorized,Unknown,5,4,2,6,139,0.856438,-1,8,0.854248151,1,0,1.11,18.50%
oceana,Uncategorized,Unknown,5,4,1,5,203,0.84749748,-1,8,0.854248151,1,0,1.11,18.50%
Blake Smith,person,Country_271835,3,0,3,3,578,0.854551253,-1,17,0.871449309,0,0,1.96,32.67%
42990314,organization,Unknown,2,1,1,2,1014,0.831056805,0,17,0.871449309,1,0,1.11,18.50%
1338687,organization,Unknown,2,0,2,2,1014,0.878295425,0,8,0.854248151,1,0,2.7,45.00%
507684,organization,Unknown,3,2,1,3,578,0.847423287,0,8,0.854248151,1,0,1.11,18.50%
ams.usda,Uncategorized,Unknown,3,3,0,3,578,0.85456493,-1,8,0.854248151,1,0,2.06,34.33%
1765605,organization,Unknown,1,0,1,1,383,0.82059205,0,11,0.857844709,1,0,3.65,60.83%
âinitiallyâ,Uncategorized,Unknown,3,3,0,3,578,0.9618307,-1,4,0.868860929,1,0,2.06,34.33%
SIMPComplianceGuide,Uncategorized,Unknown,3,3,0,3,578,0.941111543,-1,9,0.878627009,0,0,1.3199999999999998,22.00%
Cutters,vessel,Unknown,2,2,0,2,1014,0.839762325,-1,6,0.871177745,0,0,1.3199999999999998,22.00%
âpoachedâ,Uncategorized,Unknown,1,0,1,1,383,0.844001,-1,1,0.859454355,1,0,3.65,60.83%
Stacy Castillo,person,Country_271835,2,2,0,2,1014,0.8575709,-1,12,0.878477793,0,0,1.3199999999999998,22.00%
34757443,organization,Unknown,5,1,4,5,203,0.835989014,2,12,0.878477793,1,0,1.38,23.00%
Matthew Mack,person,Country_271835,3,0,3,3,578,0.84509151,-1,12,0.878477793,0,0,1.96,32.67%
David Wilson,person,Country_271835,2,2,0,2,1014,0.84467163,-1,12,0.878477793,0,0,1.3199999999999998,22.00%
f205ff1a-8798-48b7-b535-ad87b9756220,location,Unknown,8,7,1,8,65,0.839586521,-1,16,0.863440281,0,0,0.37,6.17%
1a2ebb93-1c85-4f40-abb1-cff639788678,location,Unknown,2,1,1,2,1014,0.846213475,-1,4,0.868860929,0,0,0.37,6.17%
âAccept Allâ,Uncategorized,Unknown,3,2,1,3,578,0.891955113,-1,1,0.859454355,1,0,1.11,18.50%
krxd,Uncategorized,Unknown,2,2,0,2,1014,0.89750985,-1,1,0.859454355,1,0,2.06,34.33%
Zachary Blackburn,person,Country_271835,2,1,1,2,1014,0.86324603,-1,14,0.896611834,0,0,0.37,6.17%
operated vehicle,vessel,Unknown,2,2,0,2,1014,0.9565022,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
James Berry,person,Country_271835,2,2,0,2,1014,0.8768019,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Robert Goodman,person,Country_271835,1,0,1,1,383,0.9462408,-1,4,0.868860929,0,0,2.91,48.50%
Snow Crab,vessel,Unknown,1,1,0,1,383,0.8539889,-1,1,0.859454355,0,0,2.27,37.83%
Mary Durham,person,Country_271835,3,0,3,3,578,0.87355598,-1,6,0.871177745,0,0,1.96,32.67%
Anna Kelly,person,Country_271835,1,0,1,1,383,0.9279914,-1,76,0.9279914,0,0,2.91,48.50%
Clifford Sherman,person,Country_271835,1,1,0,1,383,0.9279914,-1,76,0.9279914,0,0,2.27,37.83%
Carol Wade,person,Country_271835,2,2,0,2,1014,0.89008565,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
1576352,organization,Unknown,8,8,0,8,65,0.912490725,2,3,0.865361844,1,1,0.933,15.55%
59600,political_organization,Unknown,2,0,2,2,1014,0.88361435,-1,3,0.865361844,0,0,1.96,32.67%
Greenwich,movement,Unknown,1,1,0,1,383,0.87846667,-1,11,0.857844709,0,0,2.27,37.83%
HMS Medway,vessel,Unknown,2,2,0,2,1014,0.86018348,-1,3,0.865361844,0,0,1.3199999999999998,22.00%
1dfb2440-85dc-4f0c-914f-e18498e6cd1b,location,Unknown,4,3,2,5,203,0.859834998,-1,3,0.865361844,0,0,0.37,6.17%
Makayla Anderson,person,Country_271835,5,3,3,6,139,0.859149698,-1,3,0.865361844,0,0,0.37,6.17%
92a375a3-0c31-494e-9a56-eeabe3750d90,location,Unknown,2,2,0,2,1014,0.83573639,-1,3,0.865361844,0,0,1.3199999999999998,22.00%
Kevin Moreno,person,Country_271835,2,2,0,2,1014,0.84834033,-1,2,0.858512917,0,0,1.3199999999999998,22.00%
34285153,organization,Unknown,2,0,2,2,1014,0.83316772,1,20,0.860504275,1,0,2.33,38.83%
Talleyâs,vessel,Unknown,7,5,2,7,110,0.859190377,-1,20,0.860504275,0,0,0.37,6.17%
Brittany Ryan,person,Country_271835,2,2,0,2,1014,0.8691352,-1,20,0.860504275,0,0,1.3199999999999998,22.00%
Dana Knapp,person,Islavaria,6,6,0,6,139,0.896356887,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Jeanette Kim,person,Country_271835,1,1,0,1,383,0.9082189,-1,17,0.871449309,0,0,2.27,37.83%
95743666,organization,Unknown,1,0,1,1,383,0.8565168,0,20,0.860504275,1,0,3.65,60.83%
86117,organization,Unknown,3,3,0,3,578,0.842666617,0,20,0.860504275,1,0,2.06,34.33%
94361818,organization,Unknown,6,6,1,7,110,0.87881738,0,8,0.854248151,0,1,-0.387,-6.45%
40974,organization,Unknown,4,1,3,4,379,0.840273215,1,20,0.860504275,1,0,1.38,23.00%
Diao yu bi sai Tidal BV Export,company,Country_322527,2,0,2,2,1014,0.90323465,1,1,0.859454355,1,0,2.33,38.83%
Patricia Flores,person,Oceanus,1,2,0,2,1014,0.902030705,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
74505,organization,Unknown,2,0,2,2,1014,0.897141675,2,77,0.900434983,1,0,2.33,38.83%
Joshua Roberts,person,Country_271835,2,1,1,2,1014,0.90313675,-1,77,0.900434983,0,0,0.37,6.17%
Denise Moore,person,Country_271835,2,2,0,2,1014,0.901026525,-1,77,0.900434983,0,0,1.3199999999999998,22.00%
âseamountâ,Uncategorized,Unknown,2,2,0,2,1014,0.91199062,-1,20,0.860504275,1,0,2.06,34.33%
Lisa Castaneda,person,Country_271835,2,2,0,2,1014,0.86502462,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Christina Abbott,person,Country_271835,2,0,2,2,1014,0.915084685,-1,1,0.859454355,0,0,1.96,32.67%
4657860,organization,Unknown,2,1,1,2,1014,0.846186845,0,17,0.871449309,1,0,1.11,18.50%
519443204,political_organization,Unknown,2,0,2,2,1014,0.8901982,-1,33,0.853022325,0,0,1.96,32.67%
3394552,organization,Unknown,2,1,1,2,1014,0.88250512,0,33,0.853022325,1,1,0.353,5.88%
618,organization,Unknown,1,1,0,1,383,0.85251033,0,13,0.857723572,1,0,3.01,50.17%
Brittany Kane,person,Country_256617,2,0,2,2,1014,0.853509545,-1,1,0.859454355,0,0,1.96,32.67%
Marsâ,Uncategorized,Unknown,2,1,1,2,1014,0.85646192,-1,1,0.859454355,0,0,0.37,6.17%
bd16ff21-2da0-4ad7-8aec-d04a28b61277,location,Unknown,3,3,0,3,578,0.813637583,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
past yearâs,event,Unknown,2,2,1,3,578,0.928578487,-1,17,0.871449309,0,0,0.37,6.17%
whales,vessel,Unknown,3,0,3,3,578,0.881260367,-1,3,0.865361844,0,0,1.96,32.67%
Michelle Campbell,person,Country_271835,1,1,0,1,383,0.8868583,-1,3,0.865361844,0,0,2.27,37.83%
39995740,organization,Unknown,3,1,2,3,578,0.89709335,0,5,0.870361632,0,0,1.01,16.83%
Lauren Garner,person,Country_271835,2,2,0,2,1014,0.8907963,-1,1,0.859454355,0,0,1.3199999999999998,22.00%
Zachary Mclean,person,Rio Solovia,1,0,1,1,383,0.8703267,-1,78,0.8703267,0,0,2.91,48.50%
Anthony Mendez,person,Rio Solovia,1,1,0,1,383,0.8703267,-1,78,0.8703267,0,0,2.27,37.83%
806,organization,Unknown,2,0,2,2,1014,0.8759688,0,1,0.859454355,1,0,2.7,45.00%
Hubble,event,Unknown,1,0,1,1,383,0.93455464,-1,79,0.93455464,0,0,2.91,48.50%
event,event,Unknown,1,1,0,1,383,0.93455464,-1,79,0.93455464,0,0,2.27,37.83%
Launch Loversâ,Uncategorized,Unknown,2,1,1,2,1014,0.86489163,-1,5,0.870361632,1,0,1.11,18.50%
cd2685a2-fce5-49ee-8ca7-b9faa081d190,location,Unknown,4,1,4,5,203,0.848311548,-1,20,0.860504275,0,0,1.01,16.83%
LC,Uncategorized,Unknown,3,2,1,3,578,0.842247767,-1,20,0.860504275,0,0,0.37,6.17%
Spaceflight,vessel,Unknown,2,0,3,3,578,0.830926327,-1,13,0.857723572,0,0,1.96,32.67%
93,organization,Unknown,8,16,2,18,20,0.842743966,0,13,0.857723572,0,0,0.74,12.33%
e95a9547-3611-4e86-adbe-9aa55dbff21f,location,Unknown,2,3,0,3,578,0.868770033,-1,13,0.857723572,0,0,1.3199999999999998,22.00%
6107715,organization,Unknown,2,1,1,2,1014,0.8106294,0,5,0.870361632,1,0,1.11,18.50%
2610,organization,Unknown,1,1,0,1,383,0.8989296,0,1,0.859454355,1,0,3.01,50.17%
HawkEye,vessel,Unknown,2,0,2,2,1014,0.84943075,-1,80,0.8467244,0,0,2.91,48.50%
Jordan Mcbride,person,Country_271835,2,1,1,2,1014,0.84984505,-1,80,0.8467244,0,0,1.3199999999999998,22.00%
7575,organization,Unknown,2,2,0,2,1014,0.8408974,1,80,0.8467244,1,0,2.64,44.00%
d5cbeea1-73ac-4d86-adeb-b609629b12bf,location,Unknown,2,1,1,2,1014,0.8466547,-1,5,0.870361632,0,0,0.37,6.17%
416dab02-bf67-48af-a99b-c691339dc5e0,location,Unknown,3,0,3,3,578,0.8417558,-1,3,0.865361844,0,0,1.96,32.67%
25a765f4-b6d0-4588-9a7a-0798de847cfd,location,Unknown,3,1,2,3,578,0.8287269,-1,3,0.865361844,0,0,1.01,16.83%
0a715a76-de97-4cc3-80a3-4dcbfa740079,location,Unknown,2,2,0,2,1014,0.81770105,-1,3,0.865361844,0,0,1.3199999999999998,22.00%
Madhya Pradesh Market Pic Transportation,company,Country_271835,2,0,2,2,1014,0.85054135,0,28,0.853917804,0,0,1.96,32.67%
Manned,vessel,Unknown,2,1,1,2,1014,0.87241322,-1,5,0.870361632,0,0,0.37,6.17%
Aerial,vessel,Unknown,2,2,0,2,1014,0.87893887,-1,5,0.870361632,0,0,1.3199999999999998,22.00%
34731154,organization,Unknown,2,2,1,3,578,0.91493198,0,5,0.870361632,1,0,1.11,18.50%
970786,organization,Unknown,4,1,3,4,379,0.84144441,0,17,0.871449309,0,0,1.01,16.83%
Christian Ashley,person,Uzilandor,7,2,5,7,110,0.893068367,-1,6,0.871177745,0,0,1.01,16.83%
8967466,organization,Unknown,3,0,3,3,578,0.851317467,1,81,0.867812263,0,0,1.59,26.50%
Benjamin Snyder,person,Orvietea,3,2,2,4,379,0.86749134,-1,81,0.867812263,0,0,0.37,6.17%
b3de0895-285e-4ea8-99bb-ffdc763f7038,location,Unknown,3,2,2,4,379,0.862525485,-1,81,0.867812263,0,0,0.37,6.17%
a8330af0-375f-4fcb-9171-9628b26b1808,location,Unknown,3,3,0,3,578,0.891783993,-1,81,0.867812263,0,0,1.3199999999999998,22.00%
3308429,organization,Unknown,2,2,0,2,1014,0.82456669,1,0,0.859966164,1,0,1.69,28.17%
Adam Cook,person,Country_271835,1,1,0,1,383,0.8479064,-1,4,0.868860929,0,0,2.27,37.83%
Wendy Miller,person,Country_712875,1,0,1,1,383,0.83708423,-1,0,0.859966164,0,0,2.91,48.50%
Abrams MIA2,vessel,Unknown,5,0,5,5,203,0.886436234,-1,6,0.871177745,0,0,1.96,32.67%
abb62f7c-234a-46d7-b3bb-8f7b4771618c,location,Unknown,6,1,5,6,139,0.9240649,-1,6,0.871177745,0,0,1.01,16.83%
Tank,event,Unknown,5,2,3,5,203,0.904758968,-1,6,0.871177745,0,0,1.01,16.83%
Kelly James,person,Uzilandor,6,4,2,6,139,0.918729978,-1,6,0.871177745,0,0,0.37,6.17%
MBTs,vessel,Unknown,6,6,0,6,139,0.956257083,-1,6,0.871177745,0,0,1.3199999999999998,22.00%
418382,organization,Unknown,8,2,6,8,65,0.854748283,0,17,0.871449309,0,0,1.01,16.83%
16927047,organization,Unknown,11,8,3,11,37,0.877161031,0,17,0.871449309,0,0,0.37,6.17%
6471708,organization,Unknown,12,11,1,12,39,0.844916832,0,17,0.871449309,0,0,0.37,6.17%
520673,organization,Unknown,11,11,0,11,37,0.882090581,0,17,0.871449309,0,0,1.3199999999999998,22.00%
1252007,organization,Unknown,7,0,7,7,110,0.855078689,0,17,0.871449309,0,0,1.96,32.67%
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,location,Unknown,12,4,8,12,39,0.878558788,-1,17,0.871449309,0,0,1.01,16.83%
565431,organization,Unknown,11,7,4,11,37,0.862298133,0,17,0.871449309,0,0,0.37,6.17%
Lisa Rocha,person,Quandarix,12,1,11,12,39,0.882481382,-1,17,0.871449309,0,0,1.96,32.67%
Danielle Sosa,person,Country_996415,6,0,6,6,139,0.868124617,-1,2,0.858512917,0,0,1.96,32.67%
James Carr,person,Country_271835,3,2,1,3,578,0.86658509,-1,2,0.858512917,0,0,0.37,6.17%
Daniel Burton,person,Country_271835,4,3,1,4,379,0.865393497,-1,2,0.858512917,0,0,0.37,6.17%
Jerry Miller,person,Country_271835,3,1,2,3,578,0.8449448,-1,2,0.858512917,0,0,1.01,16.83%
15758645,organization,Unknown,3,0,3,3,578,0.86077177,0,6,0.871177745,1,0,2.7,45.00%
Dakota Flores,person,Country_271835,7,1,6,7,110,0.85866313,-1,11,0.857844709,0,0,1.01,16.83%
204,organization,Unknown,7,3,4,7,110,0.852741223,3,12,0.878477793,1,0,0.74,12.33%
US Special Operations SOF,Uncategorized,Unknown,3,1,2,3,578,0.893533687,-1,17,0.871449309,0,0,1.01,16.83%
7490484,organization,Unknown,5,4,2,6,139,0.869490545,0,17,0.871449309,0,0,0.37,6.17%
Kari Padilla,person,Country_271835,3,3,1,4,379,0.822126675,-1,17,0.871449309,0,0,0.37,6.17%
Angela Navarro,person,Country_198078,6,1,5,6,139,0.878373832,-1,9,0.878627009,0,0,1.01,16.83%
âaccelerate,event,Unknown,6,4,2,6,139,0.899068713,-1,9,0.878627009,0,0,0.37,6.17%
327979,political_organization,Unknown,8,4,4,8,65,0.871970447,-1,9,0.878627009,0,0,0.37,6.17%
414,political_organization,Unknown,10,8,2,10,35,0.877830226,-1,9,0.878627009,0,0,0.37,6.17%
28422,political_organization,Unknown,11,10,1,11,37,0.928948902,-1,9,0.878627009,0,0,0.37,6.17%
428949,political_organization,Unknown,6,0,6,6,139,0.924422905,-1,9,0.878627009,0,0,1.96,32.67%
838200939,political_organization,Unknown,4,4,3,7,110,0.884440891,-1,17,0.871449309,0,0,0.37,6.17%
âbossesâ,Uncategorized,Unknown,4,3,1,4,379,0.869650815,2,12,0.878477793,1,0,0.74,12.33%
Levi Jones,person,Country_271835,5,4,1,5,203,0.86820194,-1,12,0.878477793,0,0,0.37,6.17%
Adriana Rhodes,person,Country_271835,4,4,0,4,379,0.854594465,-1,12,0.878477793,0,0,1.3199999999999998,22.00%
Kevin Moore,person,Uzilandor,5,1,4,5,203,0.886894568,-1,12,0.878477793,0,0,1.01,16.83%
Debra Davis,person,Country_271835,2,2,0,2,1014,0.89015496,-1,4,0.868860929,0,0,1.3199999999999998,22.00%
Jennifer Washington,person,Country_271835,3,0,3,3,578,0.846007727,-1,2,0.858512917,0,0,1.96,32.67%
Peter Bush,person,Country_271835,2,1,1,2,1014,0.848299215,-1,2,0.858512917,0,0,0.37,6.17%
61,organization,Unknown,2,1,1,2,1014,0.83260062,0,17,0.871449309,1,0,1.11,18.50%
908,organization,Unknown,2,1,1,2,1014,0.832591415,0,17,0.871449309,1,0,1.11,18.50%
2278,organization,Unknown,4,4,0,4,379,0.833344175,0,17,0.871449309,1,0,2.06,34.33%
3731,organization,Unknown,3,3,0,3,578,0.862358923,0,17,0.871449309,1,0,2.06,34.33%
Sabrina Merritt,person,Uzilandor,4,1,3,4,379,0.894490738,-1,12,0.878477793,0,0,1.01,16.83%
Justin Fowler,person,Country_57382,1,1,0,1,383,0.83445495,-1,2,0.858512917,0,0,2.27,37.83%
120,organization,Unknown,3,3,0,3,578,0.83966903,0,2,0.858512917,0,1,0.563,9.38%
2422788,organization,Unknown,2,1,1,2,1014,0.825423595,0,2,0.858512917,1,0,1.11,18.50%
MCDP,Uncategorized,Unknown,3,3,0,3,578,0.839667913,-1,2,0.858512917,1,0,2.06,34.33%
c97073d1-61a4-4a06-a189-8b4642a699e1,location,Unknown,3,2,1,3,578,0.8277114,-1,2,0.858512917,0,0,0.37,6.17%
66,political_organization,Unknown,3,1,2,3,578,0.813805653,-1,2,0.858512917,0,0,1.01,16.83%
65872b93-db53-4445-a72e-8f84b3d7edfc,location,Unknown,2,0,2,2,1014,0.8520455,-1,18,0.865107563,0,0,1.96,32.67%
