id,product_services,revenue_omu,type,country,company_type,clothing,furniture,groceries,logistics,machinery,management,metals,miscellaneous,pharmaceutical,plastics,food,seafood,missing
Johnson LLC,,6404.7337,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson LLC,,5076.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson LLC,,4786.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson LLC,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson Ltd,"Fish, crustaceans and molluscs",46456.5334,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,1,0
Johnson Ltd,,10616.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson Ltd,"Transportation, logistics, and financial services",0.0,Company,ZH,Limited,0,0,0,1,0,0,0,0,0,0,0,0,0
Johnson Ltd,,0.0,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson Ltd,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson PLC,Wood and plastic products,274364.6887,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,1,0,0,0
Johnson PLC,,18804.9556,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Adams and Poole",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Austin and Shelton",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Bailey and Cameron",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Barry and Rhodes",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Beck and Taylor",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Bennett and Green",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Bennett and Zamora",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Benson and Crawford",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Boyer and Austin",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Bradley and Potts",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Brady and Bright",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Bridges and Brewer",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Brown and Brown",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Brown and Hill",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Brown and Lee","Ice equipment, ice merchandisers, parts and supplies",18166.6728,Company,ZH,missing,0,0,0,0,1,0,0,0,0,0,0,0,0
"Johnson, Brown and Rodriguez",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Buckley and Bradley",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Burke and Nguyen",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Burns and Garcia",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Burns and Martin",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Caldwell and Rogers",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Caldwell and White",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Carroll and Chavez",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Chapman and Espinoza",Automotive closure systems,144573.2724,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnson, Christian and Watson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Coleman and Parker",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Conley and Smith",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Conway and Smith","UHV components and Thin Film Technology, QCM technology, Microwave and Radio Frequency Systems, Sample Preparation Equipment source: freelance researcher",0.0,Company,ZH,missing,0,0,0,0,1,0,0,0,0,0,0,0,0
"Johnson, Cook and Robinson",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Cook and Wright",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Cooper and Foster",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Cooper and Reed",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Cruz and Maldonado",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Davis and Bennett",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Davis and Martin",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Davis and Roman",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Davis and Watkins",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Dawson and Mckinney",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Deleon and Wells",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Dixon and Schmidt",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Ferguson and Curtis",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Ferrell and Sanders","High-quality polyester ribbons, printed ribbons, woven-edged label ribbons, sheer ribbons, velvet picot-edged ribbons, and a wide assortment of handmade ribbon ornaments (including ribbon bows, rose and packing bows)",43903.1505,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnson, Fuller and Stewart",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Gallegos and Smith",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Garcia and Powers",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Garrison and Beasley",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Garrison and York",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Gomez and Jones",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Gonzales and Spencer",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Gonzalez and Kennedy",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Gonzalez and Knight",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Grant and Robinson",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Grimes and Williams",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Haas and Williams",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Hammond and Garcia",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Harris and Sheppard",,5746.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Henderson and Parker",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Hernandez and Juarez",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Hill and Rose",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Hill and Smith",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Hines and Jimenez",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Hobbs and Davis",,6634.6432,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Hoover and Lawrence",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Horton and Hodges",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Johnson and Gonzales",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, King and Robbins",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Klein and Elliott",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Krueger and Pruitt",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Lee and Barrett",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Lee and Rodriguez",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Lewis and Rice",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Love and White",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Mack and Hatfield",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Madden and Jones",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Marshall and Warner",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Martin and Bowen",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Mckee and Carter",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Mendoza and Hopkins",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Miller and Jones",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Murray and Walker",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Neal and Miller",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Oconnor and Allen",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Owens and Brandt",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Palmer and Martin",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Parker and Barton",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Payne and Brown",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Perkins and Ford",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Phillips and Riddle",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Proctor and Holder",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Pugh and Douglas",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Raymond and Hanson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Riddle and Hamilton",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Rivas and Moore",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Ross and Hughes",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Ryan and Mccoy",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Sanders and Weiss",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Santos and Sanchez",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Scott and Torres",,9715.2579,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Shaffer and Boyer","Ductile cast iron pipe production equipment, meanwhile supplying process design of production line, on-spot training and consultation guide of production technique etc for the clients; design, installation and test of industrial furnace/kiln and its automatic controlling system; production and sale of ductile cast iron pipe; and design and manufacture of electrical products relative to automatic combustion control",17661.1167,Company,ZH,missing,0,0,0,0,1,0,1,0,0,0,0,0,0
"Johnson, Short and Brooks",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Simpson and Cline",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Singh and Dean",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Smith and Alexander",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Smith and Miller",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Smith and Moore",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Stone and Stephens",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Thompson and Santiago",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Tucker and Sanchez",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Vargas and Jones",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Watson and Harris",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Watts and Watkins",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Wells and Rodriguez",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, White and Cruz",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, White and Murphy",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Wilkinson and Jackson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Williams and Curtis",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Williams and Gray",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Williams and Hill",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Willis and Houston",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Wilson and Farrell",,5486.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Wilson and Miller",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Wilson and Williams",,7838.7182,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Wood and Shannon",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Woodard and Sloan",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Young and Humphrey",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johnson, Young and Jones",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Adams,,8349.9545,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Alexander,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Allen,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Armstrong,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Baker,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Barker,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Barnes,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Bennett,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Berry,Fish and seafood products,68575.7182,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,1,0
Johnson-Bird,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Booth,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Boyd,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Bridges,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Brown,,26366.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Brown,,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Brown,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Bruce,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Bush,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Carlson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Carr,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Carter,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Case,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Chen,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Cole,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Coleman,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Contreras,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Cordova,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Cox,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Cunningham,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-David,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Decker,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Dudley,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Dunn,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Flores,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Ford,,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Foster,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Francis,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Fry,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Gentry,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-George,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-George,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Gibson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Gomez,,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Gomez,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Gonzalez,Fish and other seafood products,124902.8749,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,1,0
Johnson-Gregory,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Grimes,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Guerrero,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Guzman,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Hahn,,7897.9647,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Hall,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Hamilton,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Harrison,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Haynes,,5723.5888,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Hays,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Henry,"Accounting, bookkeeping and auditing services",62185.4646,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson-Hernandez,Fish and seafood products,18036.6492,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,1,0
Johnson-Hill,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Holland,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Horne,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Jackson,Battery chargers,29771.966,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson-Jennings,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Johnson,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Jones,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Jordan,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-King,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Kline,,6980.9399,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Lawrence,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Lee,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Leon,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Lewis,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Livingston,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Lowe,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Marsh,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Mason,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Mcknight,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Miranda,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Moore,,7910.7191,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Morgan,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Morris,"Travel, tour, and accommodation services to the public and commercial clients; Full line of travel related products and services to customers for suppliers which include railways, car rentals, airlines, sightseeing tours, cruise lines, hotels, and package holidays that combine several products",7695.3297,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson-Morris,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Mullen,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Murray,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Murray,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Nunez,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Ortiz,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Palmer,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Peters,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Phillips,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnson-Pineda,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1
