id,product_services,revenue_omu,type,country,company_type,clothing,furniture,groceries,logistics,machinery,management,metals,miscellaneous,pharmaceutical,plastics,food,seafood,missing,company_size
Lena  Abalone GmbH & Co. KG Freight,,12841.0479,Company,Marebak,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Lena  Caviar Corporation Marine conservation,,13486.6728,Company,Oceanus,Co,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lena  Limited Liability Company,Fresh fruits and vegetables,8466.6728,Company,Oceanus,Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lena  Ltd. Liability Co Buoy,,6596.6728,Company,Oceanus,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lena  Marine life ОАО Transit,,0.0,Company,Isliandor,ОАО,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Lena  Seal GmbH & Co. KG Solutions,,16166.6728,Company,Oceanus,Ges.m.b.H,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lena  ОАО Marine conservation,,0.0,Company,Kondanovia,ОАО,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Leon Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leon Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Leon LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leon, Hall and Cochran",,5396.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leon, Orr and Robinson",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leon, Roman and Cruz",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Brown and Gross",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Burnett and Price",,7716.1943,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Edwards and Livingston",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Fisher and Wilson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Herrera and Morse",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Moody and Page",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Sullivan and Glass",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Leonard, Wade and Campbell",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Adams,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Allison,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Church,,5106.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Doyle,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Garrett,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Reid,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Sanford,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Smith,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leonard-Williams,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leon-Jordan,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leon-Owens,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leon-Perez,Seafood products,4695.6718,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Leon-Price,"Bamboo, rattan, palm, and straw products",36016.8071,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon-Rogers,"Design, manufacture and sale of electrical hair care products, electrical health care products and other small household electrical appliances",67759.7725,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon-Weiss,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leska - Sp & Son's,Sea and coastal water transportation and other related shipping activities,0.0,Company,Oceanus,Sons,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Leska Breakwater Sagl Express,,5636.6728,Company,Oceanus,Sagl,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Leska Company Marine biology,,7916.6728,Company,Oceanus,Co,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lester PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lester PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lester, Beltran and Fischer",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lester, Mendoza and Davis",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lester, Mills and Klein",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lester, Ryan and Welch",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lester, White and Young",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lester-Acosta,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leucosia Inc and Son's,,0.0,Company,Quirinelle,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levine and Sons,Fish and sea food products,33526.7005,Company,ZH,Sons,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Levine Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Levine, Johnson and Johnson",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Levine, Smith and Patterson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levine-Barnett,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levine-Cook,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levine-Martin,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levine-Ryan,,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levine-Welch,"Cleaning systems and equipment, known for its high-pressure cleaners",3413330.103,Company,ZH,missing,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Levy Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levy LLC,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Levy, Bryant and Strong",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Levy-Delgado,Groceries and related products,59526.8106,Company,ZH,missing,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Levy-Mahoney,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Le-Williams,,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis and Sons,,0.0,Beneficial Owner,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis and Sons,,0.0,Beneficial Owner,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis and Sons,,0.0,Beneficial Owner,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis and Sons,,0.0,Beneficial Owner,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis and Sons,,0.0,Company Contacts,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis and Sons,,0.0,Company Contacts,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis and Sons,,0.0,Company Contacts,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis and Sons,,0.0,Company Contacts,ZH,Sons,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Group,Operates as distribution company whose business model is to add value to the supply chain,18905.267,Company,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Group,Operates as distribution company whose business model is to add value to the supply chain,18905.267,Company,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Group,Operates as distribution company whose business model is to add value to the supply chain,18905.267,Company,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Group,Operates as distribution company whose business model is to add value to the supply chain,18905.267,Company,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Group,Operates as distribution company whose business model is to add value to the supply chain,18905.267,Company,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Group,Operates as distribution company whose business model is to add value to the supply chain,18905.267,Company,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Beneficial Owner,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Group,,0.0,Company Contacts,ZH,Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Sewing machines and related products,355287.6069,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,21766.6728,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,Industrial machinery and equipment,20457.6131,Company,ZH,Inc,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Beneficial Owner,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis Inc,,0.0,Company Contacts,ZH,Inc,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lewis LLC,,5556.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,5556.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,5556.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,5556.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,5556.6728,Company,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,"Clothing, Luggage, clothing and paintball accessories, paintball, paintball games and paintball equipment, paintball products source: freelance researcher",0.0,Company,ZH,Limited,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis LLC,"Clothing, Luggage, clothing and paintball accessories, paintball, paintball games and paintball equipment, paintball products source: freelance researcher",0.0,Company,ZH,Limited,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis LLC,"Clothing, Luggage, clothing and paintball accessories, paintball, paintball games and paintball equipment, paintball products source: freelance researcher",0.0,Company,ZH,Limited,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis LLC,"Clothing, Luggage, clothing and paintball accessories, paintball, paintball games and paintball equipment, paintball products source: freelance researcher",0.0,Company,ZH,Limited,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis LLC,"Clothing, Luggage, clothing and paintball accessories, paintball, paintball games and paintball equipment, paintball products source: freelance researcher",0.0,Company,ZH,Limited,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis LLC,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lewis Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Ltd,,0.0,Beneficial Owner,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Ltd,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Ltd,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Ltd,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis Ltd,,0.0,Company Contacts,ZH,Limited,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,"Canning, processing and manufacturing of seafood and other aquatic products",19146.379,Company,ZH,PLC,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Beneficial Owner,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Lewis PLC,,0.0,Company Contacts,ZH,PLC,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"Lewis, Allen and Savage",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Barajas and Wilson",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Barrera and Baker",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Brown and Alexander",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Brown and Parsons","Focused on canning of seafood (including soup) and marine fats and oils, as well as smoking, salting, and drying of seafood",19906.86,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Lewis, Brown and Reed",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Carpenter and Davis",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Clark and Preston","Electrolyte replenishment tablets, women's bone & joint care supplement, Devil's Claw tablets and capsules, Gemini herbal diet formulas, calcium 600 w/ minerals, selenium in yeast tablets or capsules, Bayer women's plus calcium, Asprin for dogs & cats, and LipoSafe",113666.6728,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lewis, Conley and Barton",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Cuevas and Graves",,0.0,Company,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Davis and Evans",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Davis and Martin",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Day and Hensley",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Edwards and Boyd",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Evans and Rogers",,0.0,Company Contacts,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Flores and Powers",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Foley and Patel",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lewis, Garza and Stevens",,0.0,Beneficial Owner,ZH,missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0
