company_id,BOCnt,CCCnt,tot_revenue,avg_revenue,size
"Poole, Harris and Yates",1,0,0.0,0.0,1
"Poole, Johnson and Barry",1,0,0.0,0.0,1
Poole-Brock,0,1,0.0,0.0,1
Pope PLC,0,1,0.0,0.0,1
"Pope, Beck and Rivera",1,0,0.0,0.0,1
"Pope, Martin and Howard",1,0,0.0,0.0,1
"Pope, Rodriguez and Murphy",1,0,0.0,0.0,1
Pope-Hobbs,1,0,0.0,0.0,1
Porter Group,2,0,21957.857,10978.9285,2
Porter LLC,1,0,0.0,0.0,1
Porter and Sons,1,0,5088.8634,5088.8634,1
"Porter, Benson and Dillon",1,0,0.0,0.0,1
"Porter, Rogers and Williams",1,0,0.0,0.0,1
Porter-Graham,1,0,0.0,0.0,1
Porter-Miller,1,0,0.0,0.0,1
Porter-West,1,0,0.0,0.0,1
Portuguese Cuttle Marine ecology,0,1,14656.6728,14656.6728,1
Portuguese Octopus A/S Industrial,3,1,0.0,0.0,4
Portuguese Octopus A/S United,1,1,5570.5887,5570.5887,2
Portuguese Octopus GmbH & Co. KG Transportation,0,1,16666.6728,16666.6728,1
Portuguese Octopus Ltd. Corporation Solutions,0,1,81325.1737,81325.1737,1
Portuguese Sardines AB Marine sanctuary,2,1,13043.2353,6521.61765,3
Portuguese Sardines Ges.m.b.H. Holdings,3,1,42628.9603,14209.653433333331,4
Portuguese Sardines GmbH & Co. KG,0,1,51242.7473,51242.7473,1
Portuguese Sardines GmbH & Co. KG Line,2,1,8537.9669,4268.98345,3
Portuguese Sardines Logistics Seabass,0,1,10926.6728,10926.6728,1
Portuguese Sardines Ltd. Corporation Buoy,1,1,0.0,0.0,2
Portuguese Sea Bass &,1,1,0.0,0.0,2
Portuguese Sea Bass & N.V. Logistics,26,1,104482.2492,4018.5480461538464,27
Portuguese Sea Bass AS,0,1,15866.6728,15866.6728,1
Portuguese Sea Bass AS Marine,0,1,4767.516,4767.516,1
Portuguese Sea Bass Company,0,1,0.0,0.0,1
Portuguese Sea Bass Corporation Transit,2,1,5297.9123,2648.95615,3
Portuguese Sea Bass GmbH,1,1,482933.8563,482933.8563,2
Portuguese Sea Bass GmbH & Co. KG Transit,0,1,0.0,0.0,1
Portuguese Sea Bass Jetsam,5,1,49993.84,9998.768,6
Portuguese Sea Bass Limited Liability Company International,0,1,18266.6728,18266.6728,1
Portuguese Sea Bass Ltd Transport,0,1,918302.3434,918302.3434,1
Portuguese Sea Bass OJSC,0,3,1081553.673,360517.891,3
Portuguese Sea Bass Oceanography Incorporated Freight,0,1,0.0,0.0,1
Portuguese Sea Bass SRL Marine ecology,0,1,0.0,0.0,1
Portuguese Tuna GmbH & Co. KG Marine ecology,0,1,81066.6728,81066.6728,1
Portuguese Tuna OJSC Delivery,0,1,23366.6728,23366.6728,1
Poseidon Marine ecology Corporation Holdings,0,1,24380.2883,24380.2883,1
Poseidon Snapper LC Freight,1,1,23066.6728,23066.6728,2
Poseidon Wave S.p.A. Shipping,2,0,27754.695,13877.3475,2
Potter Group,1,0,0.0,0.0,1
"Potter, Campbell and Mays",1,0,0.0,0.0,1
"Potter, Ferrell and Bauer",1,0,0.0,0.0,1
"Potter, Hansen and Taylor",1,0,0.0,0.0,1
"Potter, Williams and Peters",0,1,0.0,0.0,1
Potter-Alvarez,1,0,0.0,0.0,1
Potter-Austin,1,0,0.0,0.0,1
Potter-Caldwell,1,0,0.0,0.0,1
Potter-Fox,1,0,0.0,0.0,1
Potter-Smith,0,1,0.0,0.0,1
Potter-Stewart,0,1,0.0,0.0,1
Potter-Tucker,1,0,0.0,0.0,1
Potts Inc,1,0,0.0,0.0,1
Potts LLC,1,0,12766.6728,12766.6728,1
Potts and Sons,1,0,0.0,0.0,1
"Potts, Moore and Lucas",1,0,0.0,0.0,1
Potts-Haynes,1,0,0.0,0.0,1
Potts-Richardson,1,0,0.0,0.0,1
Powell Group,3,0,0.0,0.0,3
Powell Inc,2,0,9943.8466,4971.9233,2
Powell Ltd,1,0,0.0,0.0,1
Powell PLC,1,1,617281.871,617281.871,2
Powell and Sons,0,3,0.0,0.0,3
"Powell, Barnes and Mora",0,1,0.0,0.0,1
"Powell, Jensen and White",1,0,0.0,0.0,1
"Powell, Lucas and Dominguez",0,1,0.0,0.0,1
"Powell, Rose and Glover",0,1,0.0,0.0,1
"Powell, White and Armstrong",1,0,0.0,0.0,1
Powell-Anderson,0,1,0.0,0.0,1
Powell-Carroll,0,1,0.0,0.0,1
Powell-Green,0,1,0.0,0.0,1
Powell-Hamilton,0,1,0.0,0.0,1
Powell-Perez,0,1,0.0,0.0,1
Powell-Richardson,1,0,0.0,0.0,1
Powell-Thompson,1,0,0.0,0.0,1
Powers PLC,0,1,0.0,0.0,1
"Powers, Andrews and Lopez",0,1,0.0,0.0,1
"Powers, Cisneros and Welch",1,0,0.0,0.0,1
"Powers, Lopez and Anderson",0,1,0.0,0.0,1
Powers-Daniel,1,0,0.0,0.0,1
Powers-Jones,1,0,0.0,0.0,1
Pradesh   GmbH & Co. KG Transport,0,1,11327.4404,11327.4404,1
Pradesh   Ltd. Corporation Forwading,0,1,11105.0055,11105.0055,1
Pradesh   S.A. de C.V.,1,0,48248.8388,48248.8388,1
Pradesh   Sailboat LLC United,0,1,7936.6728,7936.6728,1
Pratt Ltd,1,0,0.0,0.0,1
Pratt PLC,1,0,5081.9959,5081.9959,1
Pratt and Sons,1,0,11776.6728,11776.6728,1
Pratt-Todd,1,0,0.0,0.0,1
Pregolya S.A. de C.V.,0,1,4736.6728,4736.6728,1
Pregolya S.A. de C.V. Solutions,1,1,0.0,0.0,2
Pregolya SE Charter Boat,8,1,139353.7619,17419.2202375,9
Pregolya Tom yum LLC Marine biology,2,1,4733.4092,2366.7046,3
Preston Group,0,1,0.0,0.0,1
Preston PLC,1,0,0.0,0.0,1
Preston and Sons,1,0,0.0,0.0,1
"Preston, Nelson and Webb",0,1,0.0,0.0,1
"Preston, Walker and Rogers",1,0,0.0,0.0,1
Preston-Nunez,1,0,0.0,0.0,1
Price Group,0,1,0.0,0.0,1
Price Ltd,2,0,8375.285,4187.6425,2
Price and Sons,0,1,0.0,0.0,1
"Price, Cooper and Ayers",0,1,0.0,0.0,1
"Price, Meyers and Martinez",1,0,0.0,0.0,1
"Price, Ramirez and Young",1,0,0.0,0.0,1
"Price, Rivera and Byrd",0,1,0.0,0.0,1
"Price, Sanchez and White",0,1,0.0,0.0,1
"Price, Scott and Richardson",1,0,0.0,0.0,1
Price-Bridges,0,1,0.0,0.0,1
Price-Burton,1,0,0.0,0.0,1
Price-Carey,0,1,0.0,0.0,1
Price-Crawford,1,0,0.0,0.0,1
Price-Donaldson,1,0,0.0,0.0,1
Price-Gomez,1,0,0.0,0.0,1
Price-Harris,0,1,0.0,0.0,1
Price-Herrera,1,0,0.0,0.0,1
Price-Howard,1,0,0.0,0.0,1
Price-Johnson,1,0,0.0,0.0,1
Price-Jones,1,0,0.0,0.0,1
Price-Mcmahon,1,0,0.0,0.0,1
Price-Moore,1,0,0.0,0.0,1
Price-Phillips,1,0,0.0,0.0,1
Price-Rogers,0,1,0.0,0.0,1
Price-Stewart,1,0,0.0,0.0,1
Price-White,0,1,0.0,0.0,1
Price-Wilson,1,0,0.0,0.0,1
"Prince, Clark and Schneider",1,0,0.0,0.0,1
"Prince, Patel and Brown",1,0,0.0,0.0,1
"Prince, Smith and Jackson",0,1,0.0,0.0,1
Prince-George,1,0,0.0,0.0,1
Prince-Little,1,0,0.0,0.0,1
Prince-Mcdonald,0,1,0.0,0.0,1
Prince-Middleton,1,0,0.0,0.0,1
"Proctor, Norton and Walker",0,1,0.0,0.0,1
Proctor-Harris,1,0,0.0,0.0,1
Pruitt Group,0,1,0.0,0.0,1
Pruitt and Sons,1,0,0.0,0.0,1
Pruitt-Russell,1,0,0.0,0.0,1
Pugh Ltd,1,1,0.0,0.0,2
Pugh and Sons,0,1,0.0,0.0,1
Pugh-Levy,1,0,0.0,0.0,1
Pugh-Nguyen,1,0,0.0,0.0,1
Punjab  Market LC Worldwide,2,1,36705.6748,18352.8374,3
Punjab  Market Ltd. Liability Co Brothers,3,1,460636.3476,153545.4492,4
Punjab  Market Marine sanctuary ship,0,1,7036.2025,7036.2025,1
Punjab  Market S.A. de C.V. Marine ecology,2,1,0.0,0.0,3
Punjab Sea  CJSC Estuary,5,1,15998.1588,3199.63176,6
Punjab Sea  Ges.m.b.H. Family,0,1,5486.6728,5486.6728,1
Punjab Sea  Ltd. Corporation Marine conservation,0,1,37894.9688,37894.9688,1
Punjab Sea  S.A. de C.V.,3,1,0.0,0.0,4
Punjab Sea  ОАО Marine sanctuary,3,1,0.0,0.0,4
Punjab s Cargo Anchor,0,1,0.0,0.0,1
Punjab s Corporation Dashi,0,1,5736.6728,5736.6728,1
Punjab s Limited Liability Company,0,1,29266.6728,29266.6728,1
Punjab s Ltd. Corporation,0,1,0.0,0.0,1
Punjab s Marine conservation,5,1,72167572.0,14433514.4,6
Punjab s Pic Express,28,1,0.0,0.0,29
Punjab s S.A. de C.V.,2,1,13294.0593,6647.02965,3
Quinn Ltd,1,0,0.0,0.0,1
"Quinn, Cruz and Medina",1,0,0.0,0.0,1
"Quinn, Wilson and Krueger",0,1,0.0,0.0,1
Quinn-Ford,0,1,0.0,0.0,1
Quinn-Hernandez,1,0,0.0,0.0,1
Quinn-Saunders,0,1,0.0,0.0,1
Rajasthan  - S.p.A. Import,0,1,20066.6728,20066.6728,1
Rajasthan  LLC Marine sanctuary,1,1,50439.7603,50439.7603,2
Rajasthan  Ltd. Liability Co,1,0,0.0,0.0,1
Rajasthan  Market CJSC Tide,1,1,0.0,0.0,2
Rajasthan  Market Limited Liability Company,1,2,11256.6728,11256.6728,3
Rajasthan  Market Ltd. Liability Co,0,2,14966.6728,7483.3364,2
Rajasthan  Market Wakame Corp United,1,1,41539.3474,41539.3474,2
Ramirez Group,1,1,0.0,0.0,2
Ramirez Inc,2,1,181744.6728,90872.3364,3
Ramirez LLC,1,0,0.0,0.0,1
Ramirez Ltd,2,0,5670.0546,2835.0273,2
Ramirez PLC,3,1,20412.6778,6804.225933333334,4
Ramirez and Sons,1,1,32298.3711,32298.3711,2
"Ramirez, Atkinson and Deleon",1,0,0.0,0.0,1
"Ramirez, Cardenas and Silva",1,0,0.0,0.0,1
"Ramirez, Cruz and Thomas",1,0,0.0,0.0,1
"Ramirez, Flores and Monroe",1,0,0.0,0.0,1
"Ramirez, Lamb and Austin",0,1,0.0,0.0,1
"Ramirez, Martin and Scott",1,0,0.0,0.0,1
"Ramirez, Moore and Jordan",1,0,0.0,0.0,1
"Ramirez, Wallace and Crane",1,0,0.0,0.0,1
Ramirez-Duffy,1,0,0.0,0.0,1
Ramirez-Evans,1,0,0.0,0.0,1
Ramirez-Guerrero,1,0,0.0,0.0,1
Ramirez-Jones,1,0,0.0,0.0,1
Ramirez-Kelly,1,0,0.0,0.0,1
Ramirez-Mcfarland,1,0,0.0,0.0,1
Ramirez-Newton,1,0,0.0,0.0,1
Ramirez-Rivera,1,0,0.0,0.0,1
Ramirez-Thompson,0,1,0.0,0.0,1
Ramirez-Valencia,1,0,0.0,0.0,1
Ramos Group,2,0,0.0,0.0,2
Ramos LLC,2,0,73442.3235,36721.16175,2
Ramos PLC,2,0,0.0,0.0,2
"Ramos, Baker and Powers",1,0,0.0,0.0,1
"Ramos, Evans and Hicks",1,0,0.0,0.0,1
"Ramos, Mueller and Powell",1,0,0.0,0.0,1
Ramos-Austin,1,0,0.0,0.0,1
Ramos-Jarvis,1,0,0.0,0.0,1
Ramos-Moyer,1,0,0.0,0.0,1
Ramos-Perry,1,0,0.0,0.0,1
Ramos-Torres,1,0,0.0,0.0,1
Ramos-Weaver,1,0,0.0,0.0,1
Ramsey Group,0,1,0.0,0.0,1
"Ramsey, Lane and Long",0,1,0.0,0.0,1
"Ramsey, Mclaughlin and Lewis",1,0,0.0,0.0,1
"Ramsey, Norris and Raymond",0,1,0.0,0.0,1
Ramsey-Delgado,0,1,0.0,0.0,1
Ramsey-Morris,1,0,0.0,0.0,1
Ramsey-Perez,1,0,0.0,0.0,1
Ramsey-Schultz,1,0,0.0,0.0,1
Randall Group,1,0,0.0,0.0,1
Randall LLC,1,0,0.0,0.0,1
Randall PLC,1,0,43190.661,43190.661,1
"Randall, Allen and Brown",0,1,0.0,0.0,1
"Randolph, Mosley and Aguilar",1,0,0.0,0.0,1
Randolph-Wu,1,0,0.0,0.0,1
Rangel Inc,1,0,0.0,0.0,1
Rangel Ltd,1,0,0.0,0.0,1
"Rangel, Adams and Martin",0,1,0.0,0.0,1
"Rangel, Melton and Warren",1,0,0.0,0.0,1
Rangel-Herring,1,0,0.0,0.0,1
Rasmussen Group,1,0,0.0,0.0,1
Rasmussen and Sons,0,1,0.0,0.0,1
Rasmussen-Castillo,0,1,0.0,0.0,1
Rasmussen-Perez,0,1,0.0,0.0,1
Ray LLC,1,1,0.0,0.0,2
Ray Ltd,0,1,0.0,0.0,1
"Ray, Baker and Figueroa",1,0,0.0,0.0,1
"Ray, Crawford and Carter",0,1,0.0,0.0,1
"Ray, Downs and Jones",1,0,0.0,0.0,1
"Ray, Myers and Mueller",1,0,0.0,0.0,1
"Ray, Nolan and Pierce",0,1,0.0,0.0,1
"Ray, Smith and Graves",1,0,0.0,0.0,1
Ray-Clark,1,0,0.0,0.0,1
Ray-Hayes,0,1,0.0,0.0,1
Ray-Hunt,0,1,0.0,0.0,1
Ray-Lewis,1,0,0.0,0.0,1
Ray-Payne,0,1,0.0,0.0,1
Raymond Group,1,0,0.0,0.0,1
Red Sea  Corporation Industrial,0,1,9747.6918,9747.6918,1
Red Sea  GmbH & Co. KG Services,0,1,14743.8478,14743.8478,1
Red Sea  Limited Liability Company,1,1,24266.6728,24266.6728,2
Red Sea  Marine ecology,0,1,24566.6728,24566.6728,1
Red Sea  Marine life,0,1,0.0,0.0,1
Red Sea  N.V. Transport,4,1,0.0,0.0,5
Reed Group,2,0,0.0,0.0,2
Reed Inc,1,0,179512.2408,179512.2408,1
Reed Ltd,2,0,0.0,0.0,2
Reed and Sons,1,0,6533.3177,6533.3177,1
"Reed, Dixon and Stewart",1,0,0.0,0.0,1
"Reed, Little and Singh",1,0,0.0,0.0,1
"Reed, Parks and Le",0,1,0.0,0.0,1
"Reed, Perez and Yang",0,1,0.0,0.0,1
"Reed, Powell and Greer",1,0,0.0,0.0,1
Reed-Anderson,1,0,0.0,0.0,1
Reed-Burns,1,0,0.0,0.0,1
Reed-Logan,1,0,0.0,0.0,1
Reed-May,0,1,0.0,0.0,1
Reed-Mcdonald,1,0,0.0,0.0,1
Reed-Molina,0,1,0.0,0.0,1
Reed-Padilla,1,0,0.0,0.0,1
Reed-Richards,1,0,0.0,0.0,1
Reed-Valencia,1,0,0.0,0.0,1
Reef Rascals Co Eel,0,1,5536.1847,5536.1847,1
Reef Rascals Jetty BV Forwading,5,1,7812.904,1562.5808000000002,6
Reef Rascals Plc Carriers,5,1,3987121.673,797424.3346,6
Reef Rascals S.A. de C.V.,3,1,0.0,0.0,4
ReefR estaurant Company Express,0,1,50666.6728,50666.6728,1
ReefR estaurant Ltd Cargo,0,1,16266.6728,16266.6728,1
ReefR estaurant NV Marine life,0,1,0.0,0.0,1
ReefR estaurant Oyj International,5,1,192522.5787,38504.51574,6
ReefR estaurant Plc Merchants,1,1,7191.6844,7191.6844,2
ReefR estaurant SE Express,2,1,19669.1246,9834.5623,3
ReefRider Foods Limited Liability Company,0,1,0.0,0.0,1
ReefRider Foods Ltd. Corporation Family,0,1,18866.6728,18866.6728,1
ReefRider Foods NV Logistics,0,1,15466.6728,15466.6728,1
ReefRider Foods ОАО Shipping,0,1,44766.6728,44766.6728,1
ReefRider Ges.m.b.H. Marine life,7,1,1340753.347,191536.19242857143,8
ReefRider S.A. de C.V.,2,1,50061.0104,25030.5052,3
Reese PLC,2,0,0.0,0.0,2
"Reese, Butler and Anderson",0,1,0.0,0.0,1
"Reese, Mclean and Hanna",1,0,0.0,0.0,1
"Reese, Phillips and Moody",1,0,0.0,0.0,1
"Reese, Reid and Owen",1,0,0.0,0.0,1
Reese-Hernandez,1,0,0.0,0.0,1
Reeves Inc,1,0,0.0,0.0,1
Reeves Ltd,0,1,0.0,0.0,1
Reeves and Sons,0,1,0.0,0.0,1
"Reeves, Beck and Glenn",1,0,0.0,0.0,1
"Reeves, Blanchard and Miller",1,0,0.0,0.0,1
"Reeves, Herrera and Turner",0,1,0.0,0.0,1
"Reeves, Martin and Duran",0,1,0.0,0.0,1
"Reeves, Ramirez and Hawkins",1,0,0.0,0.0,1
Reeves-Graham,0,1,0.0,0.0,1
Reid Group,2,0,0.0,0.0,2
Reid LLC,1,0,0.0,0.0,1
Reid Ltd,1,0,0.0,0.0,1
"Reid, Lopez and Walker",0,1,0.0,0.0,1
"Reid, Montoya and Bowen",1,0,0.0,0.0,1
"Reid, Parker and Fritz",0,1,0.0,0.0,1
"Reid, Scott and Arellano",1,0,0.0,0.0,1
Reid-Hall,1,0,0.0,0.0,1
Reilly Inc,0,1,0.0,0.0,1
Reilly and Sons,0,1,0.0,0.0,1
"Reilly, Chandler and Armstrong",1,0,0.0,0.0,1
"Reilly, Quinn and Kelley",0,1,0.0,0.0,1
Reilly-Bond,1,0,0.0,0.0,1
Reilly-Hoover,0,1,0.0,0.0,1
Reilly-Watson,0,1,0.0,0.0,1
Reyes Group,2,0,0.0,0.0,2
Reyes Inc,1,0,0.0,0.0,1
Reyes LLC,0,1,0.0,0.0,1
Reyes Ltd,2,0,0.0,0.0,2
Reyes PLC,1,0,5086.6728,5086.6728,1
Reyes and Sons,1,1,0.0,0.0,2
"Reyes, Armstrong and Rodriguez",0,1,0.0,0.0,1
"Reyes, Cunningham and Hall",1,0,0.0,0.0,1
"Reyes, Gould and Gibson",0,1,0.0,0.0,1
"Reyes, Hall and White",1,0,0.0,0.0,1
"Reyes, Jackson and Johnson",1,0,0.0,0.0,1
"Reyes, Morris and Williams",0,1,0.0,0.0,1
"Reyes, Ruiz and Robertson",1,0,0.0,0.0,1
"Reyes, Smith and Bennett",0,1,0.0,0.0,1
Reyes-Kelly,1,0,0.0,0.0,1
Reyes-Roberts,1,0,0.0,0.0,1
Reyes-Robertson,0,1,0.0,0.0,1
Reynolds Group,0,1,0.0,0.0,1
Reynolds Inc,1,1,0.0,0.0,2
Reynolds LLC,2,0,0.0,0.0,2
Reynolds PLC,1,0,0.0,0.0,1
Reynolds and Sons,1,0,0.0,0.0,1
"Reynolds, Johnson and Fuller",1,0,0.0,0.0,1
"Reynolds, Santiago and Johnson",1,0,0.0,0.0,1
Reynolds-Cannon,1,0,0.0,0.0,1
Reynolds-Duncan,1,0,0.0,0.0,1
Reynolds-Jacobs,0,1,0.0,0.0,1
Reynolds-King,1,0,0.0,0.0,1
Reynolds-Oliver,1,0,0.0,0.0,1
Reynolds-Smith,1,1,0.0,0.0,2
"Rhodes, Fisher and Thomas",1,0,0.0,0.0,1
Rhodes-Brown,1,0,0.0,0.0,1
Rhodes-Powers,1,0,0.0,0.0,1
Rice Group,2,1,0.0,0.0,3
Rice Inc,1,0,0.0,0.0,1
"Rice, Davis and Cruz",0,1,0.0,0.0,1
"Rice, Ho and Barnes",1,0,0.0,0.0,1
Rice-Beard,0,1,0.0,0.0,1
Rice-Fox,0,1,0.0,0.0,1
Rice-Gonzalez,1,0,0.0,0.0,1
Rice-Holmes,1,0,0.0,0.0,1
Rice-Peters,1,0,0.0,0.0,1
Rice-Rivera,1,0,0.0,0.0,1
Rice-Romero,1,0,0.0,0.0,1
Rice-Thompson,1,0,0.0,0.0,1
Rice-Valdez,1,0,0.0,0.0,1
Rich Group,1,0,0.0,0.0,1
"Rich, Allen and Brown",1,0,0.0,0.0,1
"Rich, Gray and Gates",1,0,0.0,0.0,1
"Rich, Stout and Valenzuela",0,1,0.0,0.0,1
Rich-Gonzalez,1,0,0.0,0.0,1
Rich-Moss,1,0,0.0,0.0,1
Rich-Murphy,1,0,0.0,0.0,1
Rich-Stanley,0,1,0.0,0.0,1
Richard GmbH & Co. KG,3,2,134197.9604,44732.65346666667,5
"Richard, Barber and Thomas",1,0,0.0,0.0,1
"Richard, Nguyen and Cooke",1,0,0.0,0.0,1
"Richard, Warren and Anderson",0,1,0.0,0.0,1
Richard-Walker,0,1,0.0,0.0,1
Richard-Wilkinson,1,0,0.0,0.0,1
Richards Inc,1,1,7506.6728,7506.6728,2
Richards LLC,1,1,0.0,0.0,2
Richards and Sons,1,0,2302197.673,2302197.673,1
"Richards, Bell and Moody",1,0,0.0,0.0,1
"Richards, Crawford and Johnson",0,1,0.0,0.0,1
"Richards, Howard and Cole",0,1,0.0,0.0,1
"Richards, Roberts and Short",0,1,0.0,0.0,1
Richards-Ballard,0,1,0.0,0.0,1
Richards-Fritz,0,1,0.0,0.0,1
Richards-Smith,1,0,0.0,0.0,1
Richardson Group,1,0,0.0,0.0,1
Richardson Inc,1,1,0.0,0.0,2
Richardson LLC,1,0,0.0,0.0,1
Richardson Ltd,0,1,0.0,0.0,1
Richardson PLC,0,1,0.0,0.0,1
Richardson and Sons,1,1,21996.0881,21996.0881,2
"Richardson, Evans and Lynn",1,0,0.0,0.0,1
"Richardson, Greene and Mcdonald",0,1,0.0,0.0,1
"Richardson, Griffin and Mcdonald",0,1,0.0,0.0,1
"Richardson, Hensley and West",0,1,0.0,0.0,1
"Richardson, Lawrence and Mitchell",0,1,0.0,0.0,1
"Richardson, Martinez and Turner",1,0,0.0,0.0,1
"Richardson, Wilson and Erickson",1,0,0.0,0.0,1
Richardson-Atkinson,1,0,0.0,0.0,1
Richardson-Berry,1,0,0.0,0.0,1
Richardson-Davis,0,1,0.0,0.0,1
Richardson-Gray,1,0,0.0,0.0,1
Richardson-Hamilton,1,0,0.0,0.0,1
Richardson-Hunter,1,0,0.0,0.0,1
Richardson-Medina,1,0,0.0,0.0,1
Richardson-Rodriguez,1,0,0.0,0.0,1
Richardson-Santiago,1,0,0.0,0.0,1
Richmond Inc,1,0,0.0,0.0,1
Richmond PLC,1,0,0.0,0.0,1
"Richmond, Kennedy and Johnston",0,1,0.0,0.0,1
Richmond-Hall,1,0,0.0,0.0,1
Richmond-Ramirez,1,0,0.0,0.0,1
Riddle Ltd,1,0,0.0,0.0,1
Riddle PLC,1,0,0.0,0.0,1
"Riddle, Flores and Miller",0,1,0.0,0.0,1
"Riddle, Lane and French",1,0,0.0,0.0,1
Riddle-Mcbride,1,0,0.0,0.0,1
Riddle-Whitehead,1,0,0.0,0.0,1
Rift Valley fishery AS Whale,0,1,6583.6404,6583.6404,1
Rift Valley fishery Co Cargo,0,1,0.0,0.0,1
Rift Valley fishery Corporation,1,1,47443.8044,47443.8044,2
Rift Valley fishery Delivery,2,1,0.0,0.0,3
Rift Valley fishery Incorporated,0,1,56693.2086,56693.2086,1
Rift Valley fishery Kga,0,1,72366.6728,72366.6728,1
Rift Valley fishery LLC Services,7,1,0.0,0.0,8
Rift Valley fishery SRL,4,1,0.0,0.0,5
Rift Valley fishery Transport,0,1,15566.6728,15566.6728,1
Rift Valley fishery ОАО,0,1,5636.6728,5636.6728,1
Riggs Group,1,0,0.0,0.0,1
"Riggs, Robinson and Garcia",1,0,0.0,0.0,1
Riley Group,1,1,0.0,0.0,2
Riley PLC,1,0,0.0,0.0,1
Riley and Sons,1,0,0.0,0.0,1
"Riley, Lopez and Anderson",1,0,0.0,0.0,1
"Riley, Richardson and Powell",1,0,0.0,0.0,1
Riley-Dunn,1,0,0.0,0.0,1
Riley-Morris,0,1,0.0,0.0,1
Riley-Payne,1,0,0.0,0.0,1
Riley-White,0,1,0.0,0.0,1
Rios Inc,0,1,0.0,0.0,1
Rios Ltd,0,1,0.0,0.0,1
Rios PLC,1,0,0.0,0.0,1
"Rios, Castillo and Mills",1,0,0.0,0.0,1
"Rios, Hall and Bradley",1,0,0.0,0.0,1
"Rios, Hebert and Garcia",0,1,0.0,0.0,1
"Rios, Reyes and Green",1,0,0.0,0.0,1
"Rios, Robinson and Miller",1,0,0.0,0.0,1
"Rios, Wilson and Ponce",1,0,0.0,0.0,1
Rios-Hernandez,1,0,0.0,0.0,1
Rios-Hill,1,0,0.0,0.0,1
Rios-Martinez,1,0,0.0,0.0,1
Ritter PLC,1,0,0.0,0.0,1
Ritter-Parsons,0,1,0.0,0.0,1
Rivas Group,1,0,0.0,0.0,1
Rivas PLC,1,0,0.0,0.0,1
"Rivas, Brown and Diaz",0,1,0.0,0.0,1
"Rivas, Smith and Tate",1,0,0.0,0.0,1
River Gambia  LLC Transportation,0,1,5869.1232,5869.1232,1
River Gambia  Ltd. Corporation,1,1,5412.8732,5412.8732,2
River Gambia  N.V. Export,0,1,4905.7362,4905.7362,1
River Gambia  Otter Corporation Marine,2,1,7245.5836,3622.7918,3
Rivera Group,1,0,0.0,0.0,1
Rivera Inc,0,1,26266.6728,26266.6728,1
Rivera LLC,1,1,0.0,0.0,2
Rivera Ltd,3,1,11710.73,3903.5766666666655,4
Rivera PLC,0,1,15466.6728,15466.6728,1
Rivera and Sons,0,1,0.0,0.0,1
"Rivera, Ball and Ross",1,0,0.0,0.0,1
"Rivera, Bright and Black",1,0,0.0,0.0,1
"Rivera, Brown and Wilkinson",1,0,0.0,0.0,1
"Rivera, Hutchinson and Houston",1,0,0.0,0.0,1
"Rivera, Jones and Thompson",0,1,0.0,0.0,1
"Rivera, Smith and Scott",1,0,0.0,0.0,1
"Rivera, Wilcox and Mills",1,0,0.0,0.0,1
"Rivera, Wright and Hensley",0,1,0.0,0.0,1
Rivera-Foster,1,1,0.0,0.0,2
Rivera-Mitchell,0,1,0.0,0.0,1
Rivera-Myers,1,0,0.0,0.0,1
Rivera-Potter,1,0,0.0,0.0,1
Rivera-Rivera,0,1,0.0,0.0,1
Rivera-Taylor,0,2,0.0,0.0,2
Rivera-Wagner,0,1,0.0,0.0,1
Rivers Group,0,1,0.0,0.0,1
Rivers and Sons,1,0,0.0,0.0,1
"Rivers, Riley and Phillips",1,0,0.0,0.0,1
Rivers-Rowe,1,0,0.0,0.0,1
Roach Inc,1,0,0.0,0.0,1
Roach-Brown,0,1,0.0,0.0,1
Roach-Cruz,1,0,0.0,0.0,1
Robbins Inc,1,0,0.0,0.0,1
Robbins PLC,0,1,0.0,0.0,1
"Robbins, Pierce and Carter",1,0,0.0,0.0,1
Robbins-Ford,0,1,0.0,0.0,1
Robbins-Moody,1,0,0.0,0.0,1
Roberson Ltd,1,0,0.0,0.0,1
Roberson PLC,1,0,0.0,0.0,1
"Roberson, Daniel and Fletcher",1,0,0.0,0.0,1
"Roberson, Mayer and Mitchell",1,0,0.0,0.0,1
"Roberson, Patterson and Brennan",0,1,0.0,0.0,1
Roberson-Mcdaniel,1,0,0.0,0.0,1
Roberson-Wells,1,0,0.0,0.0,1
Robert Marine conservation A/S Express,2,1,15526.6703,7763.33515,3
Robert Tidepool GmbH Consulting,0,1,254666.6728,254666.6728,1
Robert Transit Marine sanctuary,2,1,0.0,0.0,3
Roberts Inc,2,1,39915.0909,19957.54545,3
Roberts Ltd,1,1,503488.3664,503488.3664,2
Roberts PLC,0,2,0.0,0.0,2
Roberts and Sons,2,0,48687.1592,24343.5796,2
"Roberts, Carter and Jones",1,0,0.0,0.0,1
"Roberts, Clark and Jordan",0,1,0.0,0.0,1
"Roberts, Foley and Thomas",1,0,0.0,0.0,1
"Roberts, Gonzalez and Cruz",0,1,0.0,0.0,1
"Roberts, James and Mann",1,0,0.0,0.0,1
"Roberts, Martinez and Rodriguez",1,0,0.0,0.0,1
"Roberts, West and Johns",1,0,0.0,0.0,1
"Roberts, Zuniga and Petersen",1,0,0.0,0.0,1
Roberts-Anderson,1,0,0.0,0.0,1
