id,product_services,revenue_omu,type,country,related_to_food,related_to_seafood,company_type
Huber Group,Commercial fishing activities,,Company,ZH,1,1,Group
Huber-Flores,,,Company Contacts,ZH,,,NULL
Huber-Hudson,,,Company,ZH,,,NULL
Hudson and Sons,,,Beneficial Owner,ZH,,,Sons
Hudson and Sons,,,Company Contacts,ZH,,,Sons
Hudson and Sons,,,Company Contacts,ZH,,,Sons
Hudson Group,,,Beneficial Owner,ZH,,,Group
Hudson Inc,,,Beneficial Owner,ZH,,,Inc
Hudson Inc,,,Company Contacts,ZH,,,Inc
Hudson Inc,,,Company Contacts,ZH,,,Inc
Hudson LLC,,,Beneficial Owner,ZH,,,Limited
Hudson LLC,,,Beneficial Owner,ZH,,,Limited
Hudson PLC,,5348.7099,Company,ZH,,,PLC
"Hudson, Arias and Calderon",,,Beneficial Owner,ZH,,,NULL
"Hudson, Hill and Lewis",,,Beneficial Owner,ZH,,,NULL
"Hudson, Lam and King",,,Company Contacts,ZH,,,NULL
"Hudson, Pitts and Powers",,,Beneficial Owner,ZH,,,NULL
"Hudson, Stewart and Bush",,,Company Contacts,ZH,,,NULL
Hudson-Abbott,"Solid white and chunk light albacore tuna; Canned red and pink salmon; shrimp in all sizes; crab in a variety of cuts; whole and smoked oysters; whole, chopped, minced, and smoked clams; sardines in a variety of flavors; mackerel; and scallops",,Company,ZH,0,0,NULL
Hudson-Cole,,,Beneficial Owner,ZH,,,NULL
Hudson-Cruz,,,Company Contacts,ZH,,,NULL
Hudson-Davis,,,Beneficial Owner,ZH,,,NULL
Hudson-English,,,Beneficial Owner,ZH,,,NULL
Hudson-Gardner,,,Company,ZH,,,NULL
Hudson-Hudson,,,Beneficial Owner,ZH,,,NULL
Hudson-Kennedy,"Canned Fish, Canned Beans, Canned Vegetable, Canned Fruit, beef source: freelance researcher",,Company,ZH,1,1,NULL
Hudson-Norton,,,Company Contacts,ZH,,,NULL
Hudson-Olson,,,Company Contacts,ZH,,,NULL
Hudson-Romero,,,Beneficial Owner,ZH,,,NULL
Huerta LLC,,,Beneficial Owner,ZH,,,Limited
Huerta-Adams,,,Company Contacts,ZH,,,NULL
Huerta-Castro,"Supplies plant nutrition solutions for major crops, including tomatoes, almonds, corn and cotton",41366.6728,Company,ZH,0,0,NULL
Huerta-Davis,"Canning, processing and manufacturing of seafood and other aquatic products",16694.3515,Company,ZH,1,1,NULL
Huerta-Duran,,,Beneficial Owner,ZH,,,NULL
Huff and Sons,,,Company,ZH,,,Sons
Huff LLC,,,Beneficial Owner,ZH,,,Limited
Huff LLC,,,Beneficial Owner,ZH,,,Limited
Huff PLC,,,Beneficial Owner,ZH,,,PLC
Huff PLC,,,Company Contacts,ZH,,,PLC
"Huff, Barnes and Gill",,,Company Contacts,ZH,,,NULL
"Huff, Marks and Oliver",,,Beneficial Owner,ZH,,,NULL
"Huff, Parker and Sanchez",,,Company Contacts,ZH,,,NULL
"Huff, Wells and Wong",,,Beneficial Owner,ZH,,,NULL
Huff-Bullock,,,Beneficial Owner,ZH,,,NULL
Huff-Christensen,Cellulose ether and related chemical products,248932.1825,Company,ZH,0,0,NULL
Huff-Hayden,,,Beneficial Owner,ZH,,,NULL
Huff-Malone,,,Company Contacts,ZH,,,NULL
Huffman Inc,,,Company Contacts,ZH,,,Inc
Huffman Ltd,,,Company Contacts,ZH,,,Limited
Huffman-Forbes,,,Company,ZH,,,NULL
Huffman-Maddox,,,Beneficial Owner,ZH,,,NULL
Huffman-Parker,,,Beneficial Owner,ZH,,,NULL
Huff-Weeks,,,Company Contacts,ZH,,,NULL
Hughes Group,,,Company Contacts,ZH,,,Group
Hughes Group,,,Company Contacts,ZH,,,Group
Hughes Inc,"Offers tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; halibut, cod, pollock, rockfish and Pacific ocean perch, and flounder and sole",7190.5063,Company,ZH,1,1,Inc
Hughes Inc,,,Beneficial Owner,ZH,,,Inc
Hughes Inc,,,Beneficial Owner,ZH,,,Inc
Hughes Inc,,,Beneficial Owner,ZH,,,Inc
Hughes Inc,,,Beneficial Owner,ZH,,,Inc
Hughes Ltd,"Apparel, accessories and other textile products",6642.564,Company,ZH,0,0,Limited
Hughes Ltd,,,Company Contacts,ZH,,,Limited
Hughes PLC,,,Beneficial Owner,ZH,,,PLC
Hughes PLC,,,Company Contacts,ZH,,,PLC
"Hughes, Bates and Yoder",,,Beneficial Owner,ZH,,,NULL
"Hughes, Best and Smith",,,Beneficial Owner,ZH,,,NULL
"Hughes, Brown and Watkins",,,Beneficial Owner,ZH,,,NULL
"Hughes, Byrd and Harper",,,Beneficial Owner,ZH,,,NULL
"Hughes, Fischer and Lin",,,Company Contacts,ZH,,,NULL
"Hughes, Fisher and Johnson",,,Beneficial Owner,ZH,,,NULL
"Hughes, Johnson and Matthews",,,Company Contacts,ZH,,,NULL
"Hughes, Koch and Davila",,5636.6728,Company,ZH,,,NULL
"Hughes, Lawrence and Schmidt",,,Beneficial Owner,ZH,,,NULL
"Hughes, Lee and Peterson",,,Beneficial Owner,ZH,,,NULL
"Hughes, Lewis and Clark",,20066.6728,Company,ZH,,,NULL
"Hughes, Lewis and Evans",,,Beneficial Owner,ZH,,,NULL
"Hughes, Moore and Riley",,,Company Contacts,ZH,,,NULL
"Hughes, Mora and Flores",,,Beneficial Owner,ZH,,,NULL
"Hughes, Powers and Jones",,,Company Contacts,ZH,,,NULL
"Hughes, Preston and Colon",,,Beneficial Owner,ZH,,,NULL
"Hughes, Richards and Smith",,,Company Contacts,ZH,,,NULL
"Hughes, Simpson and Gutierrez",,,Company Contacts,ZH,,,NULL
"Hughes, Washington and Soto",,,Company Contacts,ZH,,,NULL
"Hughes, Watson and York",,,Beneficial Owner,ZH,,,NULL
"Hughes, Weaver and Patterson",,,Beneficial Owner,ZH,,,NULL
"Hughes, Williams and Caldwell",,,Company Contacts,ZH,,,NULL
Hughes-Brown,,,Beneficial Owner,ZH,,,NULL
Hughes-Hayes,,,Beneficial Owner,ZH,,,NULL
Hughes-Kerr,,,Company Contacts,ZH,,,NULL
Hughes-Lang,,,Beneficial Owner,ZH,,,NULL
Hughes-Lee,,,Beneficial Owner,ZH,,,NULL
Hughes-Lopez,,,Beneficial Owner,ZH,,,NULL
Hughes-Martinez,,,Beneficial Owner,ZH,,,NULL
Hughes-Miller,,,Beneficial Owner,ZH,,,NULL
Hughes-Navarro,,,Beneficial Owner,ZH,,,NULL
Hughes-Phelps,,,Beneficial Owner,ZH,,,NULL
Hughes-Potts,,,Beneficial Owner,ZH,,,NULL
Hughes-Robinson,,,Company,ZH,,,NULL
Hughes-Vaughn,,,Beneficial Owner,ZH,,,NULL
Hughes-Velasquez,,,Beneficial Owner,ZH,,,NULL
Hughes-Yoder,,,Company Contacts,ZH,,,NULL
Hull and Sons,,,Beneficial Owner,ZH,,,Sons
Hull PLC,,,Beneficial Owner,ZH,,,PLC
Hull PLC,,,Beneficial Owner,ZH,,,PLC
"Hull, Chung and Phillips",,,Beneficial Owner,ZH,,,NULL
"Hull, Hernandez and Gregory",,,Beneficial Owner,ZH,,,NULL
"Hull, Webster and Mills",,,Beneficial Owner,ZH,,,NULL
Hull-Brown,,,Beneficial Owner,ZH,,,NULL
Hull-Thomas,,,Company,ZH,,,NULL
Hull-Wang,,,Beneficial Owner,ZH,,,NULL
Humphrey and Sons,,6234.3718,Company,ZH,,,Sons
Humphrey Group,,,Beneficial Owner,ZH,,,Group
Humphrey Inc,,,Company Contacts,ZH,,,Inc
Humphrey Inc,,,Company Contacts,ZH,,,Inc
Humphrey LLC,,,Beneficial Owner,ZH,,,Limited
Humphrey LLC,,,Beneficial Owner,ZH,,,Limited
"Humphrey, Horn and Scott",,,Beneficial Owner,ZH,,,NULL
"Humphrey, Irwin and Myers",,,Beneficial Owner,ZH,,,NULL
"Humphrey, May and Cox",,,Beneficial Owner,ZH,,,NULL
"Humphrey, Medina and Black",,,Company,ZH,,,NULL
"Humphrey, Randolph and Dunn",,,Beneficial Owner,ZH,,,NULL
"Humphrey, Smith and Diaz",,,Beneficial Owner,ZH,,,NULL
Humphrey-Dean,,,Beneficial Owner,ZH,,,NULL
Humphrey-Gutierrez,,,Beneficial Owner,ZH,,,NULL
Humphrey-Orozco,,,Beneficial Owner,ZH,,,NULL
Hunt and Sons,,,Company Contacts,ZH,,,Sons
Hunt and Sons,,,Company Contacts,ZH,,,Sons
Hunt Inc,,,Beneficial Owner,ZH,,,Inc
Hunt Inc,,,Beneficial Owner,ZH,,,Inc
Hunt Inc,,,Company Contacts,ZH,,,Inc
Hunt LLC,,,Beneficial Owner,ZH,,,Limited
Hunt Ltd,,,Company Contacts,ZH,,,Limited
Hunt PLC,,,Beneficial Owner,ZH,,,PLC
"Hunt, Anderson and Nelson",,,Company Contacts,ZH,,,NULL
"Hunt, Barnes and Banks",,,Company Contacts,ZH,,,NULL
"Hunt, Beltran and Parker",,,Company Contacts,ZH,,,NULL
"Hunt, Davis and Ritter",,,Company Contacts,ZH,,,NULL
"Hunt, Greene and Weber",,,Beneficial Owner,ZH,,,NULL
"Hunt, Medina and Rodriguez",,,Beneficial Owner,ZH,,,NULL
"Hunt, Pena and Smith",,,Company Contacts,ZH,,,NULL
"Hunt, Sexton and Wilson",,,Company,ZH,,,NULL
"Hunt, Thompson and Evans",Production and supply of medicines and raw materials for pharmaceutical and food industries,57685.0897,Company,ZH,1,0,NULL
"Hunt, Vasquez and Thomas",,,Company Contacts,ZH,,,NULL
"Hunt, White and Wilcox",,,Beneficial Owner,ZH,,,NULL
"Hunt, Williams and Rogers",,,Company Contacts,ZH,,,NULL
"Hunt, Woods and Horton",,,Beneficial Owner,ZH,,,NULL
Hunt-Anderson,,,Company,ZH,,,NULL
Hunt-Bryant,,,Company Contacts,ZH,,,NULL
Hunter and Sons,,,Beneficial Owner,ZH,,,Sons
Hunter Group,,,Beneficial Owner,ZH,,,Group
Hunter Group,,,Beneficial Owner,ZH,,,Group
Hunter Group,,,Beneficial Owner,ZH,,,Group
Hunter Group,,,Company Contacts,ZH,,,Group
Hunter Inc,,,Beneficial Owner,ZH,,,Inc
Hunter LLC,,,Beneficial Owner,ZH,,,Limited
Hunter Ltd,,,Beneficial Owner,ZH,,,Limited
Hunter Ltd,,,Beneficial Owner,ZH,,,Limited
Hunter Ltd,,,Company Contacts,ZH,,,Limited
Hunter Ltd,,,Company Contacts,ZH,,,Limited
Hunter PLC,Fresh and frozen seafood,,Company,ZH,1,1,PLC
Hunter PLC,,,Beneficial Owner,ZH,,,PLC
Hunter PLC,,,Company Contacts,ZH,,,PLC
"Hunter, Beck and Wong",,,Beneficial Owner,ZH,,,NULL
"Hunter, Conley and Strickland",,,Company Contacts,ZH,,,NULL
"Hunter, Higgins and Green",,,Beneficial Owner,ZH,,,NULL
"Hunter, Hunter and Figueroa",,,Company Contacts,ZH,,,NULL
"Hunter, Livingston and Santana",,,Beneficial Owner,ZH,,,NULL
"Hunter, Lloyd and Ellis",,,Company Contacts,ZH,,,NULL
"Hunter, Munoz and Harvey",,,Beneficial Owner,ZH,,,NULL
"Hunter, Orozco and Smith",,,Company Contacts,ZH,,,NULL
"Hunter, Prince and Kennedy",,,Beneficial Owner,ZH,,,NULL
"Hunter, Rose and Oneill",,,Beneficial Owner,ZH,,,NULL
"Hunter, Sanchez and Douglas",,,Beneficial Owner,ZH,,,NULL
Hunter-Brown,,,Beneficial Owner,ZH,,,NULL
Hunter-Calhoun,,,Beneficial Owner,ZH,,,NULL
Hunter-Cook,,,Company Contacts,ZH,,,NULL
Hunter-Figueroa,,,Beneficial Owner,ZH,,,NULL
Hunter-Juarez,,,Beneficial Owner,ZH,,,NULL
Hunter-Mccarty,,,Beneficial Owner,ZH,,,NULL
Hunter-Mcdaniel,,,Company,ZH,,,NULL
Hunter-Wade,,,Company Contacts,ZH,,,NULL
Hunt-Ferrell,,,Beneficial Owner,ZH,,,NULL
Hunt-Jones,,,Beneficial Owner,ZH,,,NULL
Hunt-Jones,,,Beneficial Owner,ZH,,,NULL
Hunt-Macias,,,Company Contacts,ZH,,,NULL
Hunt-Mills,,,Beneficial Owner,ZH,,,NULL
Hunt-Reed,,,Beneficial Owner,ZH,,,NULL
Hunt-Sanchez,Prawn and shrimp,18131.0765,Company,ZH,0,0,NULL
Hunt-Smith,,,Beneficial Owner,ZH,,,NULL
Hunt-Smith,,,Beneficial Owner,ZH,,,NULL
Hunt-Snyder,Glass bottles for beauty products in the cosmetics sector,50266.6728,Company,ZH,0,0,NULL
Hunt-Warren,,,Company Contacts,ZH,,,NULL
Hurley Group,,6029.2324,Company,ZH,,,Group
"Hurley, Cervantes and Benson",,,Beneficial Owner,ZH,,,NULL
"Hurley, Garcia and Hamilton",,,Company Contacts,ZH,,,NULL
"Hurley, Price and Lee",,,Company Contacts,ZH,,,NULL
"Hurley, White and Fox",,,Company Contacts,ZH,,,NULL
Hurley-Gould,,,Beneficial Owner,ZH,,,NULL
Hurley-Kane,,,Beneficial Owner,ZH,,,NULL
Hurley-Wood,,,Company Contacts,ZH,,,NULL
Hurst Inc,,,Beneficial Owner,ZH,,,Inc
Hurst LLC,,,Beneficial Owner,ZH,,,Limited
Hurst Ltd,,,Beneficial Owner,ZH,,,Limited
"Hurst, Ferrell and Burton",,,Beneficial Owner,ZH,,,NULL
"Hurst, Hensley and Hayes",,,Beneficial Owner,ZH,,,NULL
"Hurst, Jackson and Ryan",,,Company Contacts,ZH,,,NULL
"Hurst, Stewart and Wang",,,Beneficial Owner,ZH,,,NULL
"Hurst, Whitney and Taylor",,,Beneficial Owner,ZH,,,NULL
Hurst-Bell,,,Company Contacts,ZH,,,NULL
Hurst-Burke,,,Beneficial Owner,ZH,,,NULL
Hutchinson Group,,,Company,ZH,,,Group
Hutchinson Group,,,Beneficial Owner,ZH,,,Group
Hutchinson Group,,,Beneficial Owner,ZH,,,Group
"Hutchinson, Suarez and Martin",,,Company Contacts,ZH,,,NULL
Hutchinson-Donovan,,,Beneficial Owner,ZH,,,NULL
Huynh Group,"Fish; frozen, shark fins",267082226.2,Company,ZH,1,1,Group
Huynh Inc,,,Beneficial Owner,ZH,,,Inc
Huynh Inc,,,Beneficial Owner,ZH,,,Inc
Huynh LLC,,,Beneficial Owner,ZH,,,Limited
Huynh LLC,,,Company Contacts,ZH,,,Limited
"Huynh, Cox and Jones",,,Beneficial Owner,ZH,,,NULL
"Huynh, Williams and Chase",,,Beneficial Owner,ZH,,,NULL
Huynh-Dawson,,,Company Contacts,ZH,,,NULL
Huynh-Gentry,,,Beneficial Owner,ZH,,,NULL
Huynh-Wilson,,,Beneficial Owner,ZH,,,NULL
Ianira GmbH & Co. KG Transit,Food and beverage ingredients,34766.6728,Company,Oceanus,1,0,Ges.m.b.H
Ianira Limited Liability Company -,,16266.6728,Company,Oceanus,,,Limited
Ianira Starfish Sagl Import,"Light commercial vehicles, passenger cars, buses and trucks, forklifts, and related components",68832979.24,Company,Rio Isla,0,0,Sagl
Ianira Tugboat LC Investment,,5086.6728,Company,Oceanus,,,Limited
Ibarra and Sons,,,Company Contacts,ZH,,,Sons
Ibarra LLC,,,Company Contacts,ZH,,,Limited
Ibarra Ltd,,,Beneficial Owner,ZH,,,Limited
Ibarra Ltd,,,Beneficial Owner,ZH,,,Limited
Ibarra PLC,,,Beneficial Owner,ZH,,,PLC
Ibarra-Arellano,,,Beneficial Owner,ZH,,,NULL
Ibarra-Cook,,,Beneficial Owner,ZH,,,NULL
Ibarra-Diaz,,,Beneficial Owner,ZH,,,NULL
Ibarra-Mason,,,Company Contacts,ZH,,,NULL
Ibarra-Simmons,,,Company Contacts,ZH,,,NULL
Icelandic  Fish N.V. Logistics,,7836.6728,Company,Oceanus,,,N.V.
Icelandic  Limited Liability Company,,14246.5064,Company,Marebak,,,Limited
Icelandic  Sp Marine ecology,"Aquatic products, birds products, cats, products, dogs products, reptiles products, small animals, and water gardening products",,Company,Oceanus,0,0,Sp
Icelandic Cat Company Freight,In-flight meals and aircraft interior cleaning,89366.67,Company,Marifada,0,0,Co
Icelandic Cat GmbH & Co. KG Worldwide,,18666.6728,Company,Oceanus,,,Ges.m.b.H
Icelandic Cat Herring Sp Enterprises,"Breaded and battered prawn, crumbed squid rings and other value added seafood products",173782.1562,Company,Solovarossa,1,1,Sp
Icelandic Cat Ltd. Corporation Forwading,Non metal minerals,21227.63,Company,Nalakond,0,0,Co
Icelandic Cat Ltd. Liability Co Freight,"Industrial supplies and materials, household goods, building materials, accessories, machinery and equipments, and other materials for outdoor and indoor use",,Company,Puerto del Mar,0,0,Limited
Icelandic Cat Transport Charter Boat,,9748.3112,Company,Marebak,,,NULL
Icelandic Cod Ges.m.b.H. Holdings,,9856.6728,Company,Oceanus,,,Ges.m.b.H
Icelandic Cod GmbH & Co. KG Express,,5758.1753,Company,Rio Solovia,,,Ges.m.b.H
Icelandic Oysters _ BV United,Commercial marine fishing,,Company,Faraluna,1,1,BV
Icelandic Oysters AB Line,Freight and courier services (shipping consolidation and LCL (less than container load) for forwarders; international transport services such as shipping consolidation and deconsolidation; storage and distribution; re-expeditions and transhipment; and customs proceedings),11990.1212,Company,Nalakond,0,0,AB
Icelandic Oysters CJSC Export,,4888.2523,Company,Marebak,,,CJSC
Icelandic Oysters Company Import,"Complete machining, finishing and assembly services source: freelance researcher",5376.6728,Company,Oceanus,0,0,Co
Icelandic Oysters Dockyard Ltd Transit,,6217.6952,Company,Oceanus,,,Limited
Icelandic Oysters Logistics Sandbar,,5817.1067,Company,Nalakond,,,NULL
Icelandic Oysters Ltd. Corporation Investment,Chemo-technical products and specialty tools,,Company,Utoporiana,0,0,Co
Icelandic Oysters OJSC Transportation,"Customs Brokerage, Ocean Cargo, Freight Forwarding, Cargo Insurance, Warehousing, Project Cargo, Customs Brokerage & Clearance, Warehousing & Distribution, Domestic Trucking source: freelance researcher",,Company,Oceanus,0,0,OJSC
Icelandic Oysters Pic Solutions,Salmon and seafood products,155204.8767,Company,Thessalandia,1,1,PLC
Icelandic Shrimp AS Brothers,,8353.4927,Company,Marebak,,,A/S
Icelandic Shrimp Corporation Transport,,,Company,Isliandor,,,Co
Icelandic Shrimp Jetty Oyj Marine ecology,,,Company,Oceanus,,,Oyj
Icelandic Shrimp Marine ecology,Footwear products,5406.6728,Company,Coralmarica,0,0,NULL
Icelandic Shrimp Oyj Dredge,,7188.2975,Company,Novarcticaa,,,Oyj
Icelandic Shrimp Sextant Limited Liability Company Transit,Logistics services,57466.6728,Company,Oceanus,0,0,Limited
Import Ltd. Liability Co,"Consoles, computer mounts, computer mounting equipment, and trunk-mounted storage; Prisoner transport inserts, partitions, window guards, and K9 transports",10116.6728,Company,Oceanus,0,0,Limited
Indian Ocean Harvesters A/S,,4796.6728,Company,Oceanus,,,A/S
Indian Ocean Harvesters AG Transportation,Agricultural and fish products,16875.8901,Company,Puerto Sol,1,1,AG
Indian Ocean Harvesters Kga,"Plastic commodity, inflatable toys, outdoors products, and kids bubble solution, among others",5389.4437,Company,Marebak,0,0,Kga
Indian Ocean Harvesters Ltd. Liability Co Family,,5636.6728,Company,Oceanus,,,Limited
Indian Ocean Harvesters Marine mist,Fish and seafoods,72366.6728,Company,Oceanus,1,1,NULL
Indian Ocean Harvesters S.A. de C.V. Consultants,"Hardware (locks), minerals, industrial machineries, light industrial products (auto parts, motor parts, glasses, lighters), chemicals, medical products, clothes, shoes, caps, suitcases and bags, and stationery",75504.5561,Company,Marebak,0,0,S.A. de C.V.
Indian Ocean Harvesters SRL Line,,5154.362,Company,Marebak,,,SRL
Indian Ocean Harvesters SRL Overseas,,5716.6728,Company,Oceanus,,,SRL
Ingram Inc,,,Beneficial Owner,ZH,,,Inc
Ingram Inc,,,Company Contacts,ZH,,,Inc
Ingram LLC,,,Beneficial Owner,ZH,,,Limited
Ingram LLC,,,Company Contacts,ZH,,,Limited
Ingram PLC,,,Beneficial Owner,ZH,,,PLC
"Ingram, Clark and Guzman",,,Company Contacts,ZH,,,NULL
"Ingram, Leach and Allen",,,Company Contacts,ZH,,,NULL
"Ingram, Maynard and Bolton",,,Company Contacts,ZH,,,NULL
"Ingram, Russell and Phillips",,,Beneficial Owner,ZH,,,NULL
"Ingram, Spencer and Donaldson",,,Company Contacts,ZH,,,NULL
"Ingram, Townsend and Coleman",,,Company Contacts,ZH,,,NULL
Ingram-Pineda,,,Company Contacts,ZH,,,NULL
Investment Ltd. Liability Co,"Insulation boards for roofs, walls, and floors; engineered timber systems; factory insulated timber frame systems; and HVAC, piping, and ductwork insulation systems; Renewable energy solutions, air source heat pumps, hot water systems, pollution control solutions, rainwater harvesting and sustainable drainage, environmental containers, and telementry and management solutions; Insulated roof and wall panels, integrated solar solutions, benchmark architectural fa?§ade systems, controlled environments structural products and systems, steel framing systems, height safety solutions, and insulated door components; Access floor systems, data centre products, underfloor air solutions, and underfloor wire and cable solutions",199819.8382,Company,Utoparadia,0,0,Limited
Iphimedeia Caviar SE Export,,14666.6728,Company,Oceanus,,,SE
Iphimedeia Fish  Incorporated Delivery,,,Company,Ariuzima,,,Inc
Iphimedeia GmbH & Co. KG Marine conservation,Erector of internal floating roofs and perimeter seal systems for above-ground storage tanks and covers for API separator basins source: freelance researcher,,Company,Oceanus,0,0,Ges.m.b.H
Iphimedeia S.A. de C.V.,"Fish and fish products (fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood)",9523.7934,Company,Marebak,1,1,S.A. de C.V.
Iphimedeia SE & Son's,,,Company,Brindivaria,,,Sons
Iphimedeia ship N.V. Marine life,"A vast line of fused aluminum oxides for the ceramic, abrasive and refractory industries",26172.4352,Company,Riodelsol,0,0,N.V.
Iphimedeia Submarine Sp United,"Collapsible aluminium tubes, plastic tubes, cigar tubes screw-cap tubes double tubes, screw-cap cans, rigid aluminium tubes, monobloc aerosol cans, impact extruded parts, and aluminium cartridges",145972.2407,Company,Utoporiana,0,0,Sp
Irish Crab S.A. de C.V.,"Edible and pharmaceutical gelatine; and gelatine for industrial use, also known as technical gelatine",57743.8685,Company,Gavanovia,0,0,S.A. de C.V.
Irish Crab Sailboat Inc and Son's,,5766.6728,Company,Oceanus,,,Sons
Irish Crab SE Freight,,5596.6728,Company,Oceanus,,,SE
Irish Crab Sp Services,"The official Lee Fisher cast nets website, Discover Bait Buster, Joy Fish and Mako series bait casting nets for everyone from commercial fishermen to recreation source: freelance researcher",21966.6728,Company,Oceanus,1,1,Sp
Irish Mackerel Inc Transport,,,Company,Kuzalanda,,,Inc
Irish Mackerel Ltd. Liability Co Marine mist,,8656.0222,Company,Marebak,,,Limited
Irish Mackerel S.A. de C.V. Marine biology,Transportation services,44866.6728,Company,Oceanus,0,0,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,"Ceramic and resin goods, home and garden decor source: freelance researcher",22866.6728,Company,Oceanus,0,0,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,"Involved in retailing fresh, frozen, or cured meats and poultry",16366.6728,Company,Oceanus,1,0,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,6066.6728,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,5776.6728,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,5246.6728,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,5196.6728,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,5156.6728,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,5106.6728,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,4906.6728,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel S.A. de C.V. Marine biology,,,Company,Oceanus,,,S.A. de C.V.
Irish Mackerel Sagl Marine life,Custom broking and freight forwarding services,24866.6728,Company,Oceanus,0,0,Sagl
Irish Scallop AG Express,,214666.6728,Company,Oceanus,,,AG
Irish Scallop Co Express,,4926.6728,Company,Oceanus,,,Co
Irish Scallop Dredge Inc Marine life,,,Company,Gavanovia,,,Inc
Irish Scallop Inc Transport,,16366.6728,Company,Oceanus,,,Inc
Irish Scallop Incorporated Forwading,,9394.2593,Company,Nalakond,,,Inc
Irish Scallop Pic Express,Footwear,18371.5492,Company,Marebak,0,0,PLC
Irish Scallop Plc Forwading,,12234.9598,Company,Marebak,,,PLC
Irish Scallop S.A. de C.V.,"Paper bags, non-woven bags, filters, and shopping bags",6470.0668,Company,Marebak,0,0,S.A. de C.V.
Irish Scallop Sp Shipping,"Smoking, salting and drying of seafood and other aquatic products; Frozen and fish prepared seafood products, frozen and fresh prepared shellfish products, frozen fish and shellfish soup, and fresh and frozen surimi",29235.5825,Company,Marebak,1,1,Sp
Irish Sea  BV Transport,,,Company,Faraluna,,,BV
Irish Sea  Corporation Shipping,,12459.1277,Company,Marebak,,,Co
Irish Sea  Incorporated Transit,"LITTLE RIVER SEAFOOD, INC, Crabmeat, Crab, Seafood, LITTLE RIVER SEAFOOD, INC source: freelance researcher",20866.6728,Company,Oceanus,1,1,Inc
Irish Sea  NV Trout,,,Company,Nalakond,,,N.V.
Irish Trout BV Logistics,"Glitter glue, rubber bands, rulers, binder, book ends, chalkboard eraser, clock, eraser, clamps, paint brushes, scissors and shears and other office and school supplies",45566.6728,Company,Oceanus,0,0,BV
Irish Trout Co Marine ecology,,13756.557,Company,Marebak,,,Co
Irish Trout Ges.m.b.H. Family,,10006.6728,Company,Oceanus,,,Ges.m.b.H
Irish Trout GmbH & Co. KG,Fruits and vegetable products,34966.6728,Company,Oceanus,1,0,Ges.m.b.H
Irish Trout Inc Solutions,,17322.9344,Company,Mawazam,,,Inc
Irish Trout LLC Transport,"Specialises in producing giant squid (Dosidicus Gigas) into squid flour, and the anchovy fish (Engraulis Ringens) into fishmeal",21708.7601,Company,Puerto del Mar,1,1,Limited
Irish Trout SE Seafoam,"Offers a wide range of products which include high-bay warehouse, deep-freeze storage, automatic small-parts warehouses, narrow-aisle warehouses, and custom solutions such as satellite warehouse, chassis warehouse, cassette stores, and tray stores",77308.8606,Company,Utoporiana,0,0,SE
Irish Trout Sp Express,Fish and seafood products,52027.9752,Company,Mawazam,1,1,Sp
Irtysh  - Inc Distribution,,4736.6728,Company,Oceanus,,,Inc
Irtysh  Brine OJSC and Son's,,12166.6728,Company,Oceanus,,,Sons
Irtysh  Dashi SRL Cargo,Moulding machines,96615.4039,Company,Coralada,0,0,SRL
Irtysh  Dashi SRL Cargo,,15666.6728,Company,Oceanus,,,SRL
Irtysh  Limited Liability Company and Son's,,18966.6728,Company,Oceanus,,,Sons
Irtysh  Limited Liability Company Catfish,,,Company,Gavanovia,,,Limited
Irtysh  S.A. de C.V.,,,Company,Oceanus,,,S.A. de C.V.
Irtysh  S.A. de C.V. Investment,,24166.6728,Company,Oceanus,,,S.A. de C.V.
Irtysh  Sextant GmbH Logistics,,,Beneficial Owner,Kethilim,,,Ges.m.b.H
Irwin Inc,,,Company Contacts,ZH,,,Inc
Irwin Ltd,,,Company,ZH,,,Limited
"Irwin, Stewart and Meadows",,,Beneficial Owner,ZH,,,NULL
Isla Azul A/S Brothers,,,Company,Oceanus,,,A/S
Isla Azul Inc Holdings,,9046.6728,Company,Oceanus,,,Inc
Isla Azul Incorporated Aquamarine,,5636.6728,Company,Oceanus,,,Inc
